Customer_ID,Company_Name,Segment_Current,Start_Date,End_Date
C0053,Company_53,Enterprise,2021-11-01,
C0054,Company_54,Enterprise,2022-01-01,2023-08-01
C0055,Company_55,Enterprise,2021-10-01,
C0056,Company_56,Enterprise,2021-06-01,
C0057,Company_57,Enterprise,2021-12-01,
C0058,Company_58,Enterprise,2021-11-01,
C0059,Company_59,Enterprise,2021-07-01,
C0060,Company_60,Enterprise,2021-01-01,
C0061,Company_61,Enterprise,2022-01-01,
C0062,Company_62,Enterprise,2021-07-01,
C0063,Company_63,Enterprise,2021-09-01,
C0064,Company_64,Enterprise,2021-01-01,2023-06-01
C0065,Company_65,Enterprise,2022-03-01,
C0066,Company_66,Enterprise,2021-09-01,
C0067,Company_67,Enterprise,2022-05-01,
C0068,Company_68,Enterprise,2021-12-01,
C0069,Company_69,Enterprise,2021-02-01,
C0070,Company_70,Enterprise,2021-05-01,
C0071,Company_71,Enterprise,2022-05-01,
C0072,Company_72,Enterprise,2021-02-01,
C0073,Company_73,Enterprise,2021-05-01,
C0074,Company_74,Enterprise,2021-01-01,
C0075,Company_75,Enterprise,2021-02-01,
C0076,Company_76,Enterprise,2021-06-01,
C0077,Company_77,Enterprise,2021-04-01,2023-12-01
C0078,Company_78,Enterprise,2021-06-01,
C0079,Company_79,Enterprise,2021-02-01,
C0080,Company_80,Enterprise,2021-11-01,
C0081,Company_81,Enterprise,2022-04-01,
C0082,Company_82,Enterprise,2021-06-01,
C0083,Company_83,Enterprise,2021-03-01,
C0084,Company_84,Enterprise,2021-04-01,2022-12-01
C0085,Company_85,Enterprise,2021-07-01,
C0086,Company_86,Enterprise,2021-01-01,
C0087,Company_87,Enterprise,2021-07-01,
C0088,Company_88,Enterprise,2021-01-01,
C0089,Company_89,Enterprise,2022-06-01,
C0090,Company_90,Enterprise,2021-10-01,
C0091,Company_91,Enterprise,2022-04-01,
C0092,Company_92,Enterprise,2022-05-01,
C0093,Company_93,Enterprise,2022-04-01,
C0094,Company_94,Enterprise,2021-05-01,
C0095,Company_95,Enterprise,2021-09-01,
C0096,Company_96,Enterprise,2022-04-01,
C0097,Company_97,Enterprise,2021-01-01,
C0098,Company_98,Enterprise,2021-11-01,
C0099,Company_99,Enterprise,2021-04-01,
C0100,Company_100,Enterprise,2021-03-01,
C0101,Company_101,Enterprise,2021-03-01,
C0102,Company_102,Enterprise,2022-06-01,
C0103,Company_103,Enterprise,2022-06-01,
C0104,Company_104,Enterprise,2021-03-01,
C0105,Company_105,Enterprise,2021-09-01,
C0106,Company_106,Enterprise,2021-04-01,
C0107,Company_107,Enterprise,2022-04-01,
C0108,Company_108,Enterprise,2021-08-01,
C0109,Company_109,Enterprise,2022-05-01,
C0110,Company_110,Enterprise,2022-04-01,2023-12-01
C0111,Company_111,Enterprise,2021-06-01,
C0112,Company_112,Enterprise,2021-08-01,
C0113,Company_113,Enterprise,2021-02-01,
C0114,Company_114,Enterprise,2021-01-01,
C0115,Company_115,Enterprise,2021-01-01,
C0116,Company_116,Enterprise,2022-04-01,
C0117,Company_117,Enterprise,2021-03-01,
C0118,Company_118,Enterprise,2022-05-01,
C0119,Company_119,Enterprise,2022-02-01,
C0120,Company_120,Enterprise,2021-03-01,
C0121,Company_121,Enterprise,2021-05-01,
C0122,Company_122,Enterprise,2022-05-01,
C0123,Company_123,Enterprise,2021-03-01,
C0124,Company_124,Enterprise,2021-01-01,
C0125,Company_125,Enterprise,2022-06-01,
C0126,Company_126,Enterprise,2021-03-01,
C0127,Company_127,Enterprise,2022-06-01,
C0128,Company_128,Enterprise,2021-02-01,
C0129,Company_129,Enterprise,2021-10-01,
C0130,Company_130,Enterprise,2022-05-01,
C0131,Company_131,Enterprise,2021-09-01,
C0132,Company_132,Enterprise,2022-04-01,
C0133,Company_133,Enterprise,2021-10-01,
C0134,Company_134,Enterprise,2021-03-01,
C0135,Company_135,Enterprise,2022-01-01,2023-12-01
C0136,Company_136,Enterprise,2021-04-01,
C0137,Company_137,Enterprise,2021-01-01,2023-08-01
C0138,Company_138,Enterprise,2022-04-01,2023-12-01
C0139,Company_139,Enterprise,2021-02-01,2023-12-01
C0140,Company_140,Enterprise,2021-10-01,
C0141,Company_141,Enterprise,2021-11-01,2023-05-01
C0142,Company_142,Enterprise,2021-08-01,
C0143,Company_143,Enterprise,2021-12-01,
C0144,Company_144,Enterprise,2021-07-01,2023-12-01
C0145,Company_145,Enterprise,2022-03-01,
C0146,Company_146,Enterprise,2021-08-01,
C0147,Company_147,Enterprise,2022-01-01,
C0148,Company_148,Enterprise,2021-10-01,
C0149,Company_149,Enterprise,2022-05-01,
C0150,Company_150,Enterprise,2021-05-01,
C0151,Company_151,Enterprise,2021-09-01,
C0152,Company_152,Enterprise,2021-01-01,
C0153,Company_153,Enterprise,2021-01-01,
C0154,Company_154,Enterprise,2022-04-01,
C0155,Company_155,Enterprise,2022-01-01,
C0156,Company_156,Enterprise,2022-04-01,
C0157,Company_157,Enterprise,2021-05-01,
C0158,Company_158,Enterprise,2021-03-01,
C0159,Company_159,Enterprise,2022-04-01,
C0160,Company_160,Enterprise,2022-02-01,2023-12-01
C0161,Company_161,Enterprise,2022-05-01,
C0162,Company_162,Enterprise,2021-05-01,
C0163,Company_163,Enterprise,2022-04-01,
C0164,Company_164,Enterprise,2021-04-01,
C0165,Company_165,Enterprise,2021-05-01,
C0166,Company_166,Enterprise,2021-10-01,
C0167,Company_167,Enterprise,2021-04-01,2023-07-01
C0168,Company_168,Enterprise,2021-01-01,
C0169,Company_169,Enterprise,2022-01-01,
C0170,Company_170,Enterprise,2022-04-01,
C0171,Company_171,Enterprise,2022-05-01,
C0172,Company_172,Enterprise,2021-12-01,
C0173,Company_173,Enterprise,2021-01-01,
C0174,Company_174,Enterprise,2021-11-01,
C0175,Company_175,Enterprise,2021-03-01,
C0176,Company_176,Enterprise,2021-08-01,
C0177,Company_177,Enterprise,2021-12-01,
C0178,Company_178,Enterprise,2021-12-01,2023-07-01
C0179,Company_179,Enterprise,2022-06-01,
C0180,Company_180,Enterprise,2022-05-01,
C0181,Company_181,Enterprise,2021-10-01,2023-05-01
C0182,Company_182,Enterprise,2021-09-01,
C0183,Company_183,Enterprise,2022-06-01,
C0184,Company_184,Enterprise,2021-04-01,
C0185,Company_185,Enterprise,2021-04-01,
C0186,Company_186,Enterprise,2021-09-01,
C0187,Company_187,Enterprise,2021-03-01,
C0188,Company_188,Enterprise,2022-04-01,2023-12-01
C0189,Company_189,Enterprise,2021-07-01,
C0190,Company_190,Enterprise,2021-05-01,
C0191,Company_191,Enterprise,2022-01-01,
C0192,Company_192,Enterprise,2021-03-01,2023-12-01
C0193,Company_193,Enterprise,2022-05-01,
C0194,Company_194,Enterprise,2022-04-01,
C0195,Company_195,Enterprise,2022-01-01,
C0196,Company_196,Enterprise,2022-05-01,2023-12-01
C0197,Company_197,Enterprise,2021-12-01,
C0198,Company_198,Enterprise,2022-02-01,
C0199,Company_199,Enterprise,2022-03-01,2023-12-01
C0200,Company_200,Enterprise,2021-03-01,
C0201,Company_201,Enterprise,2021-04-01,
C0202,Company_202,Enterprise,2022-04-01,
C0203,Company_203,Enterprise,2022-01-01,
C0204,Company_204,Enterprise,2021-07-01,
C0205,Company_205,Enterprise,2021-05-01,
C0206,Company_206,Enterprise,2021-11-01,
C0207,Company_207,Enterprise,2022-03-01,2023-12-01
C0208,Company_208,Enterprise,2021-12-01,
C0209,Company_209,Enterprise,2021-06-01,2023-12-01
C0210,Company_210,Enterprise,2021-08-01,2023-12-01
C0211,Company_211,Enterprise,2021-02-01,2022-12-01
C0212,Company_212,Enterprise,2021-06-01,
C0213,Company_213,Enterprise,2022-04-01,
C0214,Company_214,Enterprise,2022-05-01,
C0215,Company_215,Enterprise,2022-01-01,
C0216,Company_216,Enterprise,2021-06-01,
C0217,Company_217,Enterprise,2021-12-01,
C0218,Company_218,Enterprise,2021-10-01,
C0219,Company_219,Enterprise,2021-07-01,
C0220,Company_220,Enterprise,2022-01-01,2023-12-01
C0221,Company_221,Enterprise,2021-09-01,
C0222,Company_222,Enterprise,2021-03-01,
C0223,Company_223,Enterprise,2022-05-01,2023-11-01
C0224,Company_224,Enterprise,2021-06-01,
C0225,Company_225,Enterprise,2021-12-01,
C0226,Company_226,Enterprise,2022-01-01,2023-12-01
C0227,Company_227,Enterprise,2021-11-01,
C0228,Company_228,Enterprise,2021-04-01,
C0229,Company_229,Enterprise,2022-06-01,
C0230,Company_230,Enterprise,2022-05-01,
C0231,Company_231,Enterprise,2021-01-01,
C0232,Company_232,Enterprise,2021-03-01,
C0233,Company_233,Enterprise,2021-11-01,
C0234,Company_234,Enterprise,2022-04-01,
C0235,Company_235,Enterprise,2021-12-01,2023-12-01
C0236,Company_236,Enterprise,2021-04-01,
C0237,Company_237,Enterprise,2022-06-01,
C0238,Company_238,Enterprise,2021-05-01,
C0239,Company_239,Enterprise,2022-05-01,
C0240,Company_240,Enterprise,2022-01-01,
C0241,Company_241,Enterprise,2022-01-01,
C0242,Company_242,Enterprise,2021-06-01,
C0243,Company_243,Enterprise,2021-05-01,
C0244,Company_244,Enterprise,2021-02-01,2023-12-01
C0245,Company_245,Enterprise,2022-01-01,
C0246,Company_246,Enterprise,2021-01-01,
C0247,Company_247,Enterprise,2022-06-01,
C0248,Company_248,Enterprise,2022-05-01,
C0249,Company_249,Enterprise,2022-05-01,
C0250,Company_250,Enterprise,2021-02-01,2022-08-01
C0251,Company_251,Enterprise,2022-04-01,2023-12-01
C0252,Company_252,Enterprise,2021-05-01,
C0253,Company_253,Enterprise,2021-06-01,
C0254,Company_254,Enterprise,2021-05-01,
C0255,Company_255,Enterprise,2021-10-01,
C0256,Company_256,Enterprise,2022-05-01,
C0257,Company_257,Enterprise,2021-09-01,2023-12-01
C0258,Company_258,Enterprise,2022-01-01,
C0259,Company_259,Enterprise,2021-01-01,
C0260,Company_260,Enterprise,2021-02-01,
C0261,Company_261,Enterprise,2021-08-01,2023-03-01
C0262,Company_262,Enterprise,2021-03-01,
C0263,Company_263,Enterprise,2021-12-01,
C0264,Company_264,Enterprise,2021-12-01,
C0265,Company_265,Enterprise,2022-05-01,2023-12-01
C0266,Company_266,Enterprise,2022-03-01,
C0267,Company_267,Enterprise,2022-02-01,
C0268,Company_268,Enterprise,2021-07-01,2023-02-01
C0269,Company_269,Enterprise,2021-06-01,
C0270,Company_270,Enterprise,2022-06-01,
C0271,Company_271,Enterprise,2021-02-01,
C0272,Company_272,Enterprise,2021-06-01,
C0273,Company_273,Enterprise,2022-03-01,
C0274,Company_274,Enterprise,2021-10-01,
C0275,Company_275,Enterprise,2021-05-01,
C0276,Company_276,Enterprise,2021-10-01,
C0277,Company_277,Enterprise,2021-10-01,
C0278,Company_278,Enterprise,2021-05-01,
C0279,Company_279,Enterprise,2021-02-01,
C0280,Company_280,Enterprise,2021-11-01,
C0281,Company_281,Enterprise,2021-11-01,2023-12-01
C0282,Company_282,Enterprise,2021-11-01,2023-12-01
C0283,Company_283,Enterprise,2021-04-01,
C0284,Company_284,Enterprise,2021-03-01,
C0285,Company_285,Enterprise,2022-06-01,
C0286,Company_286,Enterprise,2021-05-01,
C0287,Company_287,Enterprise,2021-10-01,
C0288,Company_288,Enterprise,2021-06-01,2023-08-01
C0289,Company_289,Enterprise,2021-12-01,
C0290,Company_290,Enterprise,2021-02-01,2023-08-01
C0291,Company_291,Enterprise,2021-09-01,2023-12-01
C0292,Company_292,Enterprise,2022-03-01,
C0293,Company_293,Enterprise,2021-11-01,
C0294,Company_294,Enterprise,2022-05-01,
C0295,Company_295,Enterprise,2021-01-01,2022-09-01
C0296,Company_296,Enterprise,2022-03-01,
C0297,Company_297,Enterprise,2022-02-01,
C0298,Company_298,Enterprise,2022-02-01,
C0299,Company_299,Enterprise,2022-01-01,2023-12-01
C0300,Company_300,Enterprise,2021-03-01,
C0301,Company_301,Enterprise,2022-02-01,
C0302,Company_302,Enterprise,2022-01-01,
C0303,Company_303,Enterprise,2021-06-01,
C0304,Company_304,Enterprise,2022-03-01,2023-12-01
C0305,Company_305,Enterprise,2021-10-01,
C0306,Company_306,Enterprise,2022-05-01,
C0307,Company_307,Enterprise,2021-12-01,
C0308,Company_308,Enterprise,2022-01-01,
C0309,Company_309,Enterprise,2021-04-01,
C0310,Company_310,Enterprise,2021-09-01,
C0311,Company_311,Enterprise,2022-03-01,
C0312,Company_312,Enterprise,2021-02-01,
C0313,Company_313,Enterprise,2021-08-01,
C0314,Company_314,Enterprise,2021-10-01,
C0315,Company_315,Enterprise,2021-06-01,
C0316,Company_316,Enterprise,2021-02-01,
C0317,Company_317,Enterprise,2022-01-01,
C0318,Company_318,Enterprise,2021-01-01,2022-12-01
C0319,Company_319,Enterprise,2021-06-01,
C0320,Company_320,Enterprise,2021-04-01,
C0321,Company_321,Enterprise,2021-09-01,2023-10-01
C0322,Company_322,Enterprise,2021-05-01,
C0323,Company_323,Enterprise,2021-06-01,
C0324,Company_324,Enterprise,2021-11-01,
C0325,Company_325,Enterprise,2021-06-01,
C0326,Company_326,Enterprise,2021-06-01,
C0327,Company_327,Enterprise,2021-02-01,
C0328,Company_328,Enterprise,2021-08-01,
C0329,Company_329,Enterprise,2022-01-01,
C0330,Company_330,Enterprise,2021-06-01,
C0331,Company_331,Enterprise,2021-04-01,
C0332,Company_332,Enterprise,2021-01-01,
C0333,Company_333,Enterprise,2021-12-01,2023-12-01
C0334,Company_334,Enterprise,2021-06-01,
C0335,Company_335,Enterprise,2021-11-01,
C0336,Company_336,Enterprise,2022-01-01,
C0337,Company_337,Enterprise,2021-01-01,
C0338,Company_338,Enterprise,2021-10-01,
C0339,Company_339,Enterprise,2021-10-01,
C0340,Company_340,Enterprise,2022-01-01,
C0341,Company_341,Enterprise,2021-01-01,2023-03-01
C0342,Company_342,Enterprise,2022-05-01,2023-12-01
C0343,Company_343,Enterprise,2021-06-01,
C0344,Company_344,Enterprise,2022-05-01,
C0345,Company_345,Enterprise,2021-12-01,
C0346,Company_346,Enterprise,2021-11-01,
C0347,Company_347,Enterprise,2021-12-01,
C0348,Company_348,Enterprise,2021-01-01,
C0349,Company_349,Enterprise,2021-08-01,
C0350,Company_350,Enterprise,2021-05-01,
C0351,Company_351,Enterprise,2021-03-01,
C0352,Company_352,Enterprise,2021-05-01,
C0353,Company_353,Enterprise,2022-02-01,
C0354,Company_354,Enterprise,2021-04-01,
C0355,Company_355,Enterprise,2021-10-01,
C0356,Company_356,Enterprise,2021-08-01,
C0357,Company_357,Enterprise,2021-08-01,
C0358,Company_358,Enterprise,2021-06-01,
C0359,Company_359,Enterprise,2022-03-01,
C0360,Company_360,Enterprise,2022-05-01,
C0361,Company_361,Enterprise,2021-02-01,
C0362,Company_362,Enterprise,2021-08-01,
C0363,Company_363,Enterprise,2021-07-01,2023-06-01
C0364,Company_364,Enterprise,2021-03-01,
C0365,Company_365,Enterprise,2021-08-01,
C0366,Company_366,Enterprise,2022-03-01,
C0367,Company_367,Enterprise,2021-01-01,
C0368,Company_368,Enterprise,2021-07-01,
C0369,Company_369,Enterprise,2021-06-01,
C0370,Company_370,Enterprise,2021-05-01,
C0371,Company_371,Enterprise,2021-01-01,2022-08-01
C0372,Company_372,Enterprise,2021-10-01,
C0373,Company_373,Enterprise,2021-10-01,
C0374,Company_374,Enterprise,2021-06-01,
C0375,Company_375,Enterprise,2022-03-01,
C0376,Company_376,Enterprise,2022-03-01,
C0377,Company_377,Enterprise,2021-05-01,
C0378,Company_378,Enterprise,2021-04-01,
C0379,Company_379,Enterprise,2021-02-01,2022-11-01
C0380,Company_380,Enterprise,2021-04-01,
C0381,Company_381,Enterprise,2021-05-01,
C0382,Company_382,Enterprise,2021-10-01,
C0383,Company_383,Enterprise,2021-06-01,
C0384,Company_384,Enterprise,2022-03-01,
C0385,Company_385,Enterprise,2021-11-01,
C0386,Company_386,Enterprise,2022-01-01,2023-12-01
C0387,Company_387,Enterprise,2021-01-01,2023-05-01
C0388,Company_388,Enterprise,2021-12-01,2023-12-01
C0389,Company_389,Enterprise,2021-04-01,
C0390,Company_390,Enterprise,2021-05-01,
C0391,Company_391,Enterprise,2021-10-01,
C0392,Company_392,Enterprise,2021-09-01,
C0393,Company_393,Enterprise,2022-02-01,
C0394,Company_394,Enterprise,2021-11-01,
C0395,Company_395,Enterprise,2022-02-01,
C0396,Company_396,Enterprise,2022-02-01,
C0397,Company_397,Enterprise,2021-01-01,
C0398,Company_398,Enterprise,2021-08-01,
C0399,Company_399,Enterprise,2022-03-01,2023-12-01
C0400,Company_400,Enterprise,2021-10-01,
C0401,Company_401,Enterprise,2021-09-01,2023-12-01
C0402,Company_402,Enterprise,2021-06-01,
C0403,Company_403,Enterprise,2022-06-01,
C0404,Company_404,Enterprise,2022-05-01,
C0405,Company_405,Enterprise,2021-12-01,
C0406,Company_406,Enterprise,2021-07-01,
C0407,Company_407,Enterprise,2021-01-01,
C0408,Company_408,Enterprise,2021-11-01,
C0409,Company_409,Enterprise,2022-06-01,
C0410,Company_410,Enterprise,2021-07-01,
C0411,Company_411,Enterprise,2021-09-01,2023-10-01
C0412,Company_412,Enterprise,2022-05-01,
C0413,Company_413,Enterprise,2022-01-01,
C0414,Company_414,Enterprise,2022-05-01,2023-12-01
C0415,Company_415,Enterprise,2021-08-01,
C0416,Company_416,Enterprise,2021-01-01,
C0417,Company_417,Enterprise,2022-03-01,
C0418,Company_418,Enterprise,2022-05-01,
C0419,Company_419,Enterprise,2021-06-01,
C0420,Company_420,Enterprise,2021-04-01,
C0421,Company_421,Enterprise,2021-07-01,
C0422,Company_422,Enterprise,2021-10-01,
C0423,Company_423,Enterprise,2022-02-01,
C0424,Company_424,Enterprise,2021-01-01,2023-12-01
C0425,Company_425,Enterprise,2021-07-01,
C0426,Company_426,Enterprise,2021-01-01,
C0427,Company_427,Enterprise,2021-03-01,
C0428,Company_428,Enterprise,2021-08-01,2023-12-01
C0429,Company_429,Enterprise,2021-05-01,
C0430,Company_430,Enterprise,2021-01-01,
C0431,Company_431,Enterprise,2021-08-01,2023-12-01
C0432,Company_432,Enterprise,2022-02-01,
C0433,Company_433,Enterprise,2021-04-01,
C0434,Company_434,Enterprise,2022-02-01,
C0435,Company_435,Enterprise,2022-04-01,2023-12-01
C0436,Company_436,Enterprise,2021-07-01,
C0437,Company_437,Enterprise,2022-04-01,
C0438,Company_438,Enterprise,2021-04-01,
C0439,Company_439,Enterprise,2022-06-01,
C0440,Company_440,Enterprise,2022-03-01,
C0441,Company_441,Enterprise,2021-11-01,
C0442,Company_442,Enterprise,2021-02-01,
C0443,Company_443,Enterprise,2021-12-01,
C0444,Company_444,Enterprise,2021-05-01,
C0445,Company_445,Enterprise,2021-09-01,
C0446,Company_446,Enterprise,2021-12-01,
C0447,Company_447,Enterprise,2021-12-01,2023-12-01
C0448,Company_448,Enterprise,2022-02-01,
C0449,Company_449,Enterprise,2022-05-01,
C0450,Company_450,Enterprise,2022-05-01,
C0451,Company_451,Enterprise,2021-08-01,
C0452,Company_452,Enterprise,2021-07-01,
C0453,Company_453,Enterprise,2021-11-01,
C0454,Company_454,Enterprise,2022-01-01,
C0455,Company_455,Enterprise,2021-05-01,2023-12-01
C0456,Company_456,Enterprise,2021-10-01,
C0457,Company_457,Enterprise,2021-06-01,2023-04-01
C0458,Company_458,Enterprise,2021-06-01,
C0459,Company_459,Enterprise,2021-10-01,2023-09-01
C0460,Company_460,Enterprise,2021-08-01,
C0461,Company_461,Enterprise,2022-01-01,
C0462,Company_462,Enterprise,2021-07-01,
C0463,Company_463,Enterprise,2022-05-01,
C0464,Company_464,Enterprise,2022-02-01,2023-12-01
C0465,Company_465,Enterprise,2021-01-01,2022-10-01
C0466,Company_466,Enterprise,2021-11-01,
C0467,Company_467,Enterprise,2021-04-01,
C0468,Company_468,Enterprise,2021-07-01,
C0469,Company_469,Enterprise,2021-02-01,
C0470,Company_470,Enterprise,2021-05-01,
C0471,Company_471,Enterprise,2021-04-01,
C0472,Company_472,Enterprise,2021-03-01,
C0473,Company_473,Enterprise,2022-05-01,
C0474,Company_474,Enterprise,2022-01-01,
C0475,Company_475,Enterprise,2021-09-01,
C0476,Company_476,Enterprise,2021-09-01,2023-12-01
C0477,Company_477,Enterprise,2021-01-01,
C0478,Company_478,Enterprise,2021-11-01,
C0479,Company_479,Enterprise,2021-07-01,2023-12-01
C0480,Company_480,Enterprise,2021-05-01,2023-04-01
C0481,Company_481,Enterprise,2021-02-01,2022-12-01
C0482,Company_482,Enterprise,2021-12-01,
C0483,Company_483,Enterprise,2022-05-01,2023-12-01
C0484,Company_484,Enterprise,2022-05-01,
C0485,Company_485,Enterprise,2022-04-01,
C0486,Company_486,Enterprise,2021-08-01,
C0487,Company_487,Enterprise,2022-05-01,
C0488,Company_488,Enterprise,2022-04-01,
C0489,Company_489,Enterprise,2022-06-01,
C0490,Company_490,Enterprise,2022-03-01,
C0491,Company_491,Enterprise,2021-09-01,
C0492,Company_492,Enterprise,2022-03-01,2023-12-01
C0493,Company_493,Enterprise,2021-07-01,
C0494,Company_494,Enterprise,2021-07-01,2023-07-01
C0495,Company_495,Enterprise,2021-09-01,
C0496,Company_496,Enterprise,2021-08-01,
C0497,Company_497,Enterprise,2022-06-01,
C0498,Company_498,Enterprise,2021-07-01,
C0499,Company_499,Enterprise,2021-10-01,
C0500,Company_500,Enterprise,2022-02-01,
C0501,Company_501,Enterprise,2021-03-01,
C0502,Company_502,Enterprise,2022-01-01,2023-11-01
C0503,Company_503,Enterprise,2021-11-01,
C0504,Company_504,Enterprise,2021-12-01,
C0505,Company_505,Enterprise,2022-05-01,
C0506,Company_506,Enterprise,2022-01-01,
C0507,Company_507,Enterprise,2022-04-01,
C0508,Company_508,Enterprise,2021-12-01,
C0509,Company_509,Enterprise,2021-03-01,
C0510,Company_510,Enterprise,2022-01-01,
C0511,Company_511,Enterprise,2021-03-01,2023-10-01
C0512,Company_512,Enterprise,2022-05-01,
C0513,Company_513,Enterprise,2021-12-01,
C0514,Company_514,Enterprise,2021-12-01,
C0515,Company_515,Enterprise,2021-10-01,2023-10-01
C0516,Company_516,Enterprise,2021-05-01,
C0517,Company_517,Enterprise,2022-05-01,2023-12-01
C0518,Company_518,Enterprise,2022-06-01,
C0519,Company_519,Enterprise,2021-05-01,2022-11-01
C0520,Company_520,Enterprise,2022-02-01,2023-12-01
C0521,Company_521,Enterprise,2022-05-01,
C0522,Company_522,Enterprise,2021-04-01,
C0523,Company_523,Enterprise,2021-05-01,
C0524,Company_524,Enterprise,2021-11-01,
C0525,Company_525,Enterprise,2021-07-01,
C0526,Company_526,Enterprise,2022-02-01,
C0527,Company_527,Enterprise,2022-01-01,
C0528,Company_528,Enterprise,2021-07-01,
C0529,Company_529,Enterprise,2021-08-01,
C0530,Company_530,Enterprise,2022-01-01,2023-12-01
C0531,Company_531,Enterprise,2021-02-01,
C0532,Company_532,Enterprise,2021-09-01,
C0533,Company_533,Enterprise,2021-03-01,
C0534,Company_534,Enterprise,2021-05-01,2023-12-01
C0535,Company_535,Enterprise,2022-05-01,
C0536,Company_536,Enterprise,2022-05-01,
C0537,Company_537,Enterprise,2021-10-01,
C0538,Company_538,Enterprise,2022-06-01,
C0539,Company_539,Enterprise,2021-03-01,
C0540,Company_540,Enterprise,2021-06-01,
C0541,Company_541,Enterprise,2022-03-01,2023-12-01
C0542,Company_542,Enterprise,2022-02-01,
C0543,Company_543,Enterprise,2021-11-01,
C0544,Company_544,Enterprise,2021-03-01,
C0545,Company_545,Enterprise,2021-09-01,2023-04-01
C0546,Company_546,Enterprise,2021-12-01,2023-12-01
C0547,Company_547,Enterprise,2021-08-01,
C0548,Company_548,Enterprise,2021-11-01,2023-12-01
C0549,Company_549,Enterprise,2021-06-01,
C0550,Company_550,Enterprise,2021-05-01,2023-12-01
C0551,Company_551,Enterprise,2021-06-01,
C0552,Company_552,Enterprise,2022-04-01,
C0553,Company_553,Enterprise,2021-05-01,
C0554,Company_554,Enterprise,2022-06-01,
C0555,Company_555,Enterprise,2021-03-01,
C0556,Company_556,Enterprise,2021-02-01,
C0557,Company_557,Enterprise,2022-01-01,
C0558,Company_558,Enterprise,2021-06-01,
C0559,Company_559,Enterprise,2022-04-01,
C0560,Company_560,Enterprise,2021-01-01,
C0561,Company_561,Enterprise,2022-04-01,
C0562,Company_562,Enterprise,2021-11-01,
C0563,Company_563,Enterprise,2021-10-01,2023-09-01
C0564,Company_564,Enterprise,2021-07-01,
C0565,Company_565,Enterprise,2022-01-01,
C0566,Company_566,Enterprise,2021-10-01,2023-12-01
C0567,Company_567,Enterprise,2021-07-01,
C0568,Company_568,Enterprise,2021-04-01,
C0569,Company_569,Enterprise,2022-01-01,
C0570,Company_570,Enterprise,2021-07-01,
C0571,Company_571,Enterprise,2022-01-01,
C0572,Company_572,Enterprise,2022-05-01,
C0573,Company_573,Enterprise,2021-08-01,
C0574,Company_574,Enterprise,2022-01-01,
C0575,Company_575,Enterprise,2021-06-01,
C0576,Company_576,Enterprise,2021-07-01,
C0577,Company_577,Enterprise,2021-02-01,
C0578,Company_578,Enterprise,2022-03-01,
C0579,Company_579,Enterprise,2021-04-01,
C0580,Company_580,Enterprise,2021-04-01,2023-12-01
