Customer_ID,Month,Consumption_Units
C0005,2022-03-01,23227.85
C0005,2022-04-01,29756.71
C0005,2022-05-01,60869.75
C0005,2022-06-01,45198.3
C0005,2022-07-01,21635.22
C0005,2022-08-01,8125.58
C0005,2022-09-01,22930.45
C0005,2022-10-01,56298.52
C0005,2022-11-01,83771.75
C0005,2022-12-01,20206.64
C0006,2021-02-01,12713.02
C0006,2021-03-01,17638.67
C0006,2021-04-01,6776.91
C0006,2021-05-01,19702.62
C0006,2021-06-01,26233.44
C0006,2021-07-01,24185.24
C0006,2021-08-01,8148.14
C0006,2021-09-01,11756.72
C0006,2021-10-01,16757.95
C0006,2021-11-01,28801.04
C0006,2021-12-01,10046.45
C0006,2022-01-01,17984.6
C0006,2022-02-01,20616.61
C0006,2022-03-01,12265.28
C0006,2022-04-01,38090.05
C0006,2022-05-01,11295.3
C0006,2022-06-01,6626.43
C0006,2022-07-01,51685.26
C0006,2022-08-01,31284.32
C0006,2022-09-01,61897.98
C0006,2022-10-01,32164.61
C0006,2022-11-01,73563.64
C0006,2022-12-01,82927.94
C0006,2023-01-01,76641.03
C0006,2023-02-01,38566.17
C0006,2023-03-01,104639.12
C0006,2023-04-01,63391.86
C0006,2023-05-01,46266.92
C0006,2023-06-01,39104.57
C0006,2023-07-01,229176.31
C0006,2023-08-01,102539.18
C0006,2023-09-01,15497.53
C0006,2023-10-01,695093.71
C0006,2023-11-01,25435.27
C0006,2023-12-01,17803.93
C0007,2021-06-01,15285.51
C0007,2021-07-01,20683.79
C0007,2021-08-01,21533.62
C0007,2021-09-01,17451.81
C0007,2021-10-01,7173.92
C0007,2021-11-01,18498.38
C0007,2021-12-01,21691.52
C0007,2022-01-01,14291.27
C0007,2022-02-01,23102.99
C0007,2022-03-01,58247.28
C0007,2022-04-01,35314.68
C0007,2022-05-01,26764.75
C0007,2022-06-01,10079.18
C0007,2022-07-01,22943.71
C0007,2022-08-01,35494.57
C0007,2022-09-01,37457.86
C0007,2022-10-01,10395.76
C0007,2022-11-01,9510.67
C0007,2022-12-01,30926.06
C0008,2021-12-01,13278.16
C0008,2022-01-01,17088.12
C0008,2022-02-01,13173.02
C0008,2022-03-01,7484.88
C0008,2022-04-01,17776.74
C0008,2022-05-01,9022.1
C0008,2022-06-01,17864.28
C0008,2022-07-01,8748.51
C0008,2022-08-01,10421.15
C0008,2022-09-01,38173.35
C0008,2022-10-01,18413.84
C0008,2022-11-01,16726.65
C0008,2022-12-01,24745.52
C0008,2023-01-01,10041.11
C0008,2023-02-01,22344.03
C0008,2023-03-01,79779.1
C0008,2023-04-01,14328.02
C0008,2023-05-01,18523.54
C0008,2023-06-01,18039.11
C0008,2023-07-01,27816.5
C0008,2023-08-01,21393.41
C0008,2023-09-01,48121.25
C0008,2023-10-01,71156.0
C0008,2023-11-01,2811.77
C0008,2023-12-01,186483.73
C0009,2021-12-01,13393.68
C0009,2022-01-01,7375.33
C0009,2022-02-01,19215.82
C0009,2022-03-01,12239.48
C0009,2022-04-01,15548.19
C0009,2022-05-01,24795.0
C0009,2022-06-01,16300.43
C0009,2022-07-01,33701.23
C0009,2022-08-01,22942.49
C0009,2022-09-01,13951.1
C0009,2022-10-01,31245.59
C0009,2022-11-01,19867.32
C0009,2022-12-01,21636.58
C0009,2023-01-01,35396.43
C0009,2023-02-01,44093.83
C0009,2023-03-01,14415.07
C0009,2023-04-01,36507.66
C0009,2023-05-01,52851.67
C0009,2023-06-01,115295.87
C0009,2023-07-01,118238.83
C0009,2023-08-01,94169.07
C0009,2023-09-01,44053.17
C0009,2023-10-01,19278.52
C0009,2023-11-01,23003.29
C0009,2023-12-01,12942.99
C0010,2022-04-01,19227.54
C0010,2022-05-01,20531.78
C0010,2022-06-01,18734.11
C0010,2022-07-01,17291.95
C0010,2022-08-01,23779.9
C0010,2022-09-01,17151.7
C0010,2022-10-01,14750.81
C0010,2022-11-01,33037.8
C0010,2022-12-01,22895.28
C0010,2023-01-01,6422.43
C0010,2023-02-01,29897.15
C0010,2023-03-01,18022.46
C0010,2023-04-01,29058.28
C0010,2023-05-01,12979.45
C0010,2023-06-01,26521.35
C0010,2023-07-01,26633.07
C0010,2023-08-01,18010.07
C0010,2023-09-01,67186.25
C0010,2023-10-01,43160.6
C0010,2023-11-01,41759.0
C0010,2023-12-01,36053.99
C0011,2022-03-01,13346.84
C0011,2022-04-01,20014.38
C0011,2022-05-01,12349.56
C0011,2022-06-01,12385.29
C0011,2022-07-01,7163.09
C0011,2022-08-01,9424.31
C0011,2022-09-01,16582.22
C0011,2022-10-01,29417.47
C0011,2022-11-01,14363.49
C0011,2022-12-01,14680.1
C0011,2023-01-01,25189.1
C0011,2023-02-01,16139.4
C0011,2023-03-01,25205.72
C0011,2023-04-01,39711.17
C0011,2023-05-01,17568.41
C0011,2023-06-01,21912.07
C0011,2023-07-01,21601.69
C0011,2023-08-01,51402.86
C0011,2023-09-01,22221.04
C0011,2023-10-01,16992.86
C0011,2023-11-01,12733.11
C0011,2023-12-01,50483.52
C0012,2021-12-01,11731.68
C0012,2022-01-01,9770.82
C0012,2022-02-01,8148.91
C0012,2022-03-01,21485.98
C0012,2022-04-01,23139.53
C0012,2022-05-01,10993.15
C0012,2022-06-01,19814.08
C0012,2022-07-01,27932.33
C0012,2022-08-01,12084.62
C0012,2022-09-01,16649.34
C0012,2022-10-01,27264.59
C0012,2022-11-01,37607.71
C0012,2022-12-01,30778.32
C0012,2023-01-01,7796.25
C0012,2023-02-01,41674.85
C0012,2023-03-01,51651.61
C0012,2023-04-01,19753.78
C0012,2023-05-01,17942.76
C0012,2023-06-01,7861.32
C0012,2023-07-01,51281.95
C0012,2023-08-01,22376.73
C0012,2023-09-01,101758.61
C0012,2023-10-01,50618.2
C0012,2023-11-01,42459.7
C0012,2023-12-01,18363.61
C0013,2021-03-01,6382.52
C0013,2021-04-01,14626.49
C0013,2021-05-01,18260.74
C0013,2021-06-01,19601.46
C0013,2021-07-01,10559.03
C0013,2021-08-01,25593.89
C0013,2021-09-01,20757.14
C0013,2021-10-01,16186.17
C0013,2021-11-01,7503.66
C0013,2021-12-01,22483.17
C0013,2022-01-01,9795.81
C0013,2022-02-01,5711.09
C0013,2022-03-01,37528.62
C0013,2022-04-01,30303.82
C0013,2022-05-01,26609.14
C0013,2022-06-01,27462.09
C0013,2022-07-01,15480.32
C0013,2022-08-01,35645.81
C0013,2022-09-01,21750.27
C0013,2022-10-01,23223.65
C0013,2022-11-01,22327.78
C0013,2022-12-01,60765.16
C0013,2023-01-01,42323.38
C0013,2023-02-01,22963.99
C0013,2023-03-01,26969.3
C0013,2023-04-01,29366.21
C0013,2023-05-01,28642.97
C0013,2023-06-01,82669.14
C0013,2023-07-01,59484.79
C0013,2023-08-01,37459.51
C0013,2023-09-01,17484.29
C0013,2023-10-01,65567.55
C0013,2023-11-01,140994.08
C0013,2023-12-01,42180.28
C0014,2021-07-01,18488.91
C0014,2021-08-01,21402.66
C0014,2021-09-01,14050.78
C0014,2021-10-01,14006.15
C0014,2021-11-01,10468.72
C0014,2021-12-01,16049.89
C0014,2022-01-01,15668.16
C0014,2022-02-01,20940.72
C0014,2022-03-01,25020.11
C0014,2022-04-01,17566.32
C0014,2022-05-01,8160.67
C0014,2022-06-01,12580.95
C0014,2022-07-01,11831.96
C0014,2022-08-01,11164.19
C0014,2022-09-01,32282.14
C0014,2022-10-01,34668.19
C0014,2022-11-01,30880.95
C0014,2022-12-01,13473.86
C0014,2023-01-01,25117.65
C0014,2023-02-01,34962.51
C0014,2023-03-01,9419.8
C0014,2023-04-01,64261.09
C0014,2023-05-01,33868.87
C0014,2023-06-01,105147.38
C0014,2023-07-01,67960.87
C0014,2023-08-01,40606.19
C0014,2023-09-01,47558.83
C0014,2023-10-01,34623.78
C0014,2023-11-01,25754.18
C0014,2023-12-01,42745.28
C0015,2021-07-01,11464.76
C0015,2021-08-01,10003.73
C0015,2021-09-01,14557.83
C0015,2021-10-01,20925.8
C0015,2021-11-01,17131.75
C0015,2021-12-01,16398.27
C0015,2022-01-01,24066.88
C0015,2022-02-01,13042.18
C0015,2022-03-01,7304.5
C0015,2022-04-01,10001.5
C0015,2022-05-01,11599.47
C0015,2022-06-01,13954.3
C0015,2022-07-01,5691.75
C0015,2022-08-01,26147.64
C0015,2022-09-01,26539.85
C0015,2022-10-01,49072.8
C0015,2022-11-01,4397.72
C0015,2022-12-01,43851.09
C0015,2023-01-01,77466.55
C0015,2023-02-01,8137.61
C0015,2023-03-01,17809.99
C0015,2023-04-01,23671.22
C0015,2023-05-01,20134.66
C0015,2023-06-01,10400.64
C0015,2023-07-01,54319.46
C0015,2023-08-01,62859.28
C0015,2023-09-01,78401.55
C0015,2023-10-01,265135.38
C0015,2023-11-01,46868.22
C0015,2023-12-01,19637.99
C0016,2022-06-01,18662.04
C0016,2022-07-01,13540.45
C0016,2022-08-01,13200.94
C0016,2022-09-01,8268.15
C0016,2022-10-01,16051.0
C0016,2022-11-01,11775.57
C0016,2022-12-01,30074.46
C0016,2023-01-01,11081.63
C0016,2023-02-01,7852.38
C0016,2023-03-01,12970.58
C0016,2023-04-01,30487.89
C0016,2023-05-01,9006.45
C0016,2023-06-01,10683.82
C0016,2023-07-01,20534.02
C0016,2023-08-01,11363.55
C0016,2023-09-01,40743.98
C0016,2023-10-01,22326.62
C0016,2023-11-01,12469.05
C0016,2023-12-01,23148.07
C0017,2021-02-01,12606.24
C0017,2021-03-01,12729.83
C0017,2021-04-01,15727.85
C0017,2021-05-01,20164.23
C0017,2021-06-01,5350.84
C0017,2021-07-01,8201.97
C0017,2021-08-01,9584.46
C0017,2021-09-01,19968.85
C0017,2021-10-01,12848.96
C0017,2021-11-01,22829.41
C0017,2021-12-01,31217.09
C0017,2022-01-01,32839.39
C0017,2022-02-01,8925.12
C0017,2022-03-01,33294.02
C0017,2022-04-01,9271.24
C0017,2022-05-01,9506.94
C0017,2022-06-01,24431.15
C0017,2022-07-01,41996.88
C0017,2022-08-01,53153.75
C0017,2022-09-01,10335.06
C0017,2022-10-01,12491.17
C0017,2022-11-01,69270.84
C0017,2022-12-01,8135.14
C0017,2023-01-01,64633.09
C0017,2023-02-01,40204.57
C0017,2023-03-01,85221.99
C0017,2023-04-01,73769.88
C0017,2023-05-01,140586.76
C0017,2023-06-01,125012.54
C0017,2023-07-01,70115.6
C0017,2023-08-01,26838.68
C0017,2023-09-01,33117.03
C0017,2023-10-01,153454.71
C0017,2023-11-01,41421.33
C0017,2023-12-01,214761.67
C0018,2022-03-01,19916.23
C0018,2022-04-01,15192.57
C0018,2022-05-01,15249.85
C0018,2022-06-01,17136.87
C0018,2022-07-01,6902.28
C0018,2022-08-01,21495.61
C0018,2022-09-01,14690.06
C0018,2022-10-01,9071.56
C0018,2022-11-01,27977.3
C0018,2022-12-01,11394.37
C0018,2023-01-01,28915.23
C0018,2023-02-01,10595.32
C0018,2023-03-01,33207.09
C0018,2023-04-01,18982.93
C0018,2023-05-01,23700.8
C0018,2023-06-01,14080.98
C0018,2023-07-01,6430.74
C0018,2023-08-01,28243.35
C0018,2023-09-01,29572.6
C0018,2023-10-01,30179.65
C0018,2023-11-01,4475.68
C0018,2023-12-01,10776.05
C0019,2021-12-01,5987.18
C0019,2022-01-01,18201.21
C0019,2022-02-01,13124.42
C0019,2022-03-01,12464.7
C0019,2022-04-01,16836.15
C0019,2022-05-01,23842.41
C0019,2022-06-01,17635.84
C0019,2022-07-01,6922.6
C0019,2022-08-01,28228.43
C0019,2022-09-01,21197.68
C0019,2022-10-01,37009.44
C0019,2022-11-01,26039.31
C0019,2022-12-01,15162.36
C0019,2023-01-01,25288.1
C0019,2023-02-01,52938.39
C0019,2023-03-01,29439.79
C0019,2023-04-01,22892.46
C0019,2023-05-01,39997.58
C0019,2023-06-01,18354.58
C0019,2023-07-01,18000.68
C0019,2023-08-01,31116.83
C0019,2023-09-01,65456.25
C0019,2023-10-01,15378.01
C0019,2023-11-01,23411.54
C0019,2023-12-01,30642.09
C0020,2022-03-01,18404.53
C0020,2022-04-01,20803.16
C0020,2022-05-01,14563.13
C0020,2022-06-01,23147.88
C0020,2022-07-01,22935.62
C0020,2022-08-01,19952.93
C0020,2022-09-01,14933.7
C0020,2022-10-01,15325.79
C0020,2022-11-01,9392.68
C0020,2022-12-01,34402.42
C0020,2023-01-01,19733.33
C0020,2023-02-01,9027.03
C0020,2023-03-01,13519.77
C0020,2023-04-01,9417.44
C0020,2023-05-01,20366.68
C0020,2023-06-01,58739.12
C0020,2023-07-01,53530.02
C0020,2023-08-01,12211.27
C0020,2023-09-01,14404.9
C0020,2023-10-01,21542.87
C0020,2023-11-01,14218.15
C0020,2023-12-01,32722.41
C0021,2022-05-01,15134.32
C0021,2022-06-01,16072.36
C0021,2022-07-01,9017.54
C0021,2022-08-01,7259.11
C0021,2022-09-01,7446.12
C0021,2022-10-01,14265.76
C0021,2022-11-01,16855.93
C0021,2022-12-01,11383.33
C0021,2023-01-01,34569.72
C0021,2023-02-01,17307.15
C0021,2023-03-01,12873.73
C0021,2023-04-01,22569.34
C0021,2023-05-01,18239.79
C0021,2023-06-01,21837.66
C0021,2023-07-01,21052.98
C0021,2023-08-01,10666.49
C0021,2023-09-01,21115.36
C0021,2023-10-01,14402.44
C0021,2023-11-01,10758.39
C0021,2023-12-01,29509.87
C0022,2021-08-01,5157.4
C0022,2021-09-01,11054.61
C0022,2021-10-01,17816.93
C0022,2021-11-01,17726.41
C0022,2021-12-01,6404.61
C0022,2022-01-01,17071.99
C0022,2022-02-01,23252.81
C0022,2022-03-01,18025.0
C0022,2022-04-01,11936.28
C0022,2022-05-01,5910.35
C0022,2022-06-01,13340.62
C0022,2022-07-01,25332.81
C0022,2022-08-01,11470.2
C0022,2022-09-01,12277.59
C0022,2022-10-01,22310.77
C0022,2022-11-01,9654.16
C0022,2022-12-01,48050.02
C0022,2023-01-01,28300.42
C0022,2023-02-01,13242.55
C0022,2023-03-01,55010.45
C0022,2023-04-01,17862.81
C0022,2023-05-01,16560.78
C0022,2023-06-01,79192.17
C0022,2023-07-01,48088.27
C0022,2023-08-01,33393.0
C0022,2023-09-01,26511.5
C0022,2023-10-01,19182.18
C0022,2023-11-01,34758.35
C0022,2023-12-01,46848.55
C0023,2021-06-01,6703.11
C0023,2021-07-01,20043.75
C0023,2021-08-01,21103.75
C0023,2021-09-01,12527.69
C0023,2021-10-01,15795.67
C0023,2021-11-01,16793.83
C0023,2021-12-01,26245.87
C0023,2022-01-01,28116.7
C0023,2022-02-01,14419.32
C0023,2022-03-01,12178.65
C0023,2022-04-01,12171.3
C0023,2022-05-01,29953.02
C0023,2022-06-01,22915.79
C0023,2022-07-01,13514.62
C0023,2022-08-01,27791.93
C0023,2022-09-01,35470.91
C0023,2022-10-01,26936.79
C0023,2022-11-01,59654.66
C0023,2022-12-01,16881.47
C0023,2023-01-01,15601.63
C0023,2023-02-01,49922.9
C0023,2023-03-01,36772.22
C0023,2023-04-01,22356.88
C0023,2023-05-01,86073.06
C0023,2023-06-01,43408.08
C0023,2023-07-01,265496.44
C0023,2023-08-01,50903.69
C0023,2023-09-01,33497.61
C0023,2023-10-01,123816.92
C0023,2023-11-01,23309.77
C0023,2023-12-01,35230.66
C0024,2021-04-01,19357.95
C0024,2021-05-01,12769.27
C0024,2021-06-01,17839.45
C0024,2021-07-01,8060.51
C0024,2021-08-01,14380.33
C0024,2021-09-01,11583.77
C0024,2021-10-01,11779.66
C0024,2021-11-01,18372.78
C0024,2021-12-01,26803.03
C0024,2022-01-01,16591.7
C0024,2022-02-01,10260.71
C0024,2022-03-01,20058.44
C0024,2022-04-01,14213.62
C0024,2022-05-01,5642.74
C0024,2022-06-01,49676.02
C0024,2022-07-01,16378.76
C0024,2022-08-01,10443.84
C0024,2022-09-01,27479.8
C0024,2022-10-01,14562.06
C0024,2022-11-01,34231.12
C0024,2022-12-01,26893.27
C0024,2023-01-01,21900.1
C0024,2023-02-01,18884.04
C0024,2023-03-01,18357.81
C0024,2023-04-01,27537.49
C0024,2023-05-01,23863.82
C0024,2023-06-01,51248.2
C0024,2023-07-01,6172.13
C0024,2023-08-01,124881.29
C0024,2023-09-01,20239.59
C0024,2023-10-01,25194.76
C0024,2023-11-01,20996.69
C0024,2023-12-01,58633.92
C0025,2022-06-01,10770.99
C0025,2022-07-01,12671.51
C0025,2022-08-01,7301.63
C0025,2022-09-01,21305.92
C0025,2022-10-01,18392.65
C0025,2022-11-01,19429.7
C0025,2022-12-01,14114.08
C0025,2023-01-01,24359.09
C0025,2023-02-01,13344.32
C0025,2023-03-01,11674.07
C0025,2023-04-01,15336.09
C0025,2023-05-01,37500.83
C0025,2023-06-01,40198.66
C0025,2023-07-01,28199.63
C0025,2023-08-01,25625.53
C0025,2023-09-01,9160.13
C0025,2023-10-01,25045.35
C0025,2023-11-01,34161.69
C0025,2023-12-01,49665.58
C0026,2021-02-01,14305.57
C0026,2021-03-01,18434.06
C0026,2021-04-01,7803.94
C0026,2021-05-01,6221.13
C0026,2021-06-01,9323.91
C0026,2021-07-01,19798.9
C0026,2021-08-01,17926.61
C0026,2021-09-01,10594.91
C0026,2021-10-01,10736.22
C0026,2021-11-01,12138.89
C0026,2021-12-01,24167.18
C0026,2022-01-01,20081.0
C0026,2022-02-01,34289.15
C0026,2022-03-01,19613.65
C0026,2022-04-01,11417.64
C0026,2022-05-01,19775.72
C0026,2022-06-01,41122.71
C0026,2022-07-01,19484.12
C0026,2022-08-01,22182.8
C0026,2022-09-01,77070.95
C0026,2022-10-01,13509.78
C0026,2022-11-01,27840.6
C0026,2022-12-01,27467.69
C0026,2023-01-01,17574.65
C0026,2023-02-01,10871.72
C0026,2023-03-01,48312.76
C0026,2023-04-01,62158.71
C0026,2023-05-01,37079.61
C0026,2023-06-01,42344.23
C0026,2023-07-01,71373.97
C0026,2023-08-01,18264.46
C0026,2023-09-01,201664.94
C0026,2023-10-01,88999.9
C0026,2023-11-01,38862.67
C0026,2023-12-01,268695.47
C0027,2021-04-01,11026.9
C0027,2021-05-01,14256.63
C0027,2021-06-01,16620.3
C0027,2021-07-01,21380.95
C0027,2021-08-01,14241.0
C0027,2021-09-01,22669.15
C0027,2021-10-01,8303.31
C0027,2021-11-01,16061.25
C0027,2021-12-01,6785.73
C0027,2022-01-01,14483.82
C0027,2022-02-01,29511.47
C0027,2022-03-01,25345.94
C0027,2022-04-01,40697.97
C0027,2022-05-01,38103.98
C0027,2022-06-01,7549.72
C0027,2022-07-01,12611.7
C0027,2022-08-01,14792.3
C0027,2022-09-01,24217.36
C0027,2022-10-01,21087.22
C0027,2022-11-01,31692.71
C0027,2022-12-01,60376.93
C0027,2023-01-01,41043.14
C0027,2023-02-01,36600.52
C0027,2023-03-01,63373.69
C0027,2023-04-01,54811.43
C0027,2023-05-01,134594.47
C0027,2023-06-01,9763.99
C0027,2023-07-01,75368.71
C0027,2023-08-01,23319.08
C0027,2023-09-01,61412.36
C0027,2023-10-01,129275.59
C0027,2023-11-01,36301.43
C0027,2023-12-01,153622.0
C0028,2022-04-01,9615.54
C0028,2022-05-01,16943.87
C0028,2022-06-01,18082.08
C0028,2022-07-01,20250.44
C0028,2022-08-01,8813.09
C0028,2022-09-01,10369.89
C0028,2022-10-01,19037.5
C0028,2022-11-01,19234.59
C0028,2022-12-01,23822.77
C0028,2023-01-01,27110.26
C0028,2023-02-01,25065.36
C0028,2023-03-01,8163.62
C0028,2023-04-01,38739.81
C0028,2023-05-01,8518.29
C0028,2023-06-01,30346.23
C0028,2023-07-01,55788.52
C0028,2023-08-01,33440.11
C0028,2023-09-01,24239.55
C0028,2023-10-01,50004.92
C0028,2023-11-01,10662.79
C0028,2023-12-01,18136.3
C0029,2022-02-01,19662.44
C0029,2022-03-01,18041.57
C0029,2022-04-01,21256.81
C0029,2022-05-01,12809.5
C0029,2022-06-01,18676.82
C0029,2022-07-01,20736.64
C0029,2022-08-01,15716.97
C0029,2022-09-01,7359.3
C0029,2022-10-01,17589.39
C0029,2022-11-01,8963.62
C0029,2022-12-01,5817.24
C0029,2023-01-01,11625.58
C0029,2023-02-01,14515.49
C0029,2023-03-01,32950.59
C0029,2023-04-01,27591.23
C0029,2023-05-01,93238.94
C0029,2023-06-01,18840.48
C0029,2023-07-01,33470.17
C0029,2023-08-01,32437.14
C0029,2023-09-01,18375.63
C0029,2023-10-01,35952.03
C0029,2023-11-01,32567.64
C0029,2023-12-01,40023.88
C0030,2021-08-01,8148.46
C0030,2021-09-01,19300.03
C0030,2021-10-01,7454.6
C0030,2021-11-01,23782.28
C0030,2021-12-01,14634.15
C0030,2022-01-01,21697.65
C0030,2022-02-01,28507.34
C0030,2022-03-01,21824.79
C0030,2022-04-01,22700.14
C0030,2022-05-01,27699.48
C0030,2022-06-01,33215.04
C0030,2022-07-01,38738.45
C0030,2022-08-01,50514.05
C0030,2022-09-01,34148.0
C0030,2022-10-01,22234.15
C0030,2022-11-01,20906.77
C0030,2022-12-01,45713.12
C0030,2023-01-01,33777.85
C0030,2023-02-01,47644.1
C0030,2023-03-01,34282.25
C0030,2023-04-01,8191.45
C0030,2023-05-01,26215.58
C0030,2023-06-01,26007.34
C0030,2023-07-01,7778.31
C0030,2023-08-01,61031.75
C0030,2023-09-01,59606.39
C0030,2023-10-01,26825.14
C0030,2023-11-01,10025.9
C0030,2023-12-01,82943.57
C0031,2022-01-01,10959.07
C0031,2022-02-01,8987.33
C0031,2022-03-01,7791.73
C0031,2022-04-01,18017.26
C0031,2022-05-01,11226.43
C0031,2022-06-01,14013.39
C0031,2022-07-01,23449.79
C0031,2022-08-01,26421.65
C0031,2022-09-01,8127.15
C0031,2022-10-01,55965.51
C0031,2022-11-01,22859.86
C0031,2022-12-01,9987.88
C0031,2023-01-01,7328.83
C0031,2023-02-01,34099.59
C0031,2023-03-01,21430.9
C0031,2023-04-01,30020.02
C0031,2023-05-01,20945.19
C0031,2023-06-01,17411.03
C0031,2023-07-01,35750.7
C0031,2023-08-01,39591.54
C0031,2023-09-01,68574.68
C0031,2023-10-01,73587.14
C0031,2023-11-01,68074.07
C0031,2023-12-01,32052.06
C0032,2022-01-01,5937.6
C0032,2022-02-01,11025.4
C0032,2022-03-01,17918.83
C0032,2022-04-01,12790.63
C0032,2022-05-01,8763.25
C0032,2022-06-01,16661.72
C0032,2022-07-01,14334.62
C0032,2022-08-01,5675.97
C0032,2022-09-01,24810.44
C0032,2022-10-01,47114.59
C0032,2022-11-01,30324.29
C0032,2022-12-01,10380.42
C0032,2023-01-01,12170.61
C0032,2023-02-01,5962.41
C0032,2023-03-01,13269.27
C0032,2023-04-01,19607.35
C0032,2023-05-01,51248.28
C0032,2023-06-01,41950.62
C0032,2023-07-01,34440.53
C0032,2023-08-01,25000.72
C0032,2023-09-01,50986.31
C0032,2023-10-01,8186.59
C0032,2023-11-01,44527.45
C0032,2023-12-01,16586.97
C0033,2022-01-01,17771.09
C0033,2022-02-01,6855.44
C0033,2022-03-01,9420.7
C0033,2022-04-01,21616.4
C0033,2022-05-01,8912.34
C0033,2022-06-01,9291.61
C0033,2022-07-01,15734.02
C0033,2022-08-01,26899.49
C0033,2022-09-01,24978.28
C0033,2022-10-01,18834.7
C0033,2022-11-01,9432.36
C0033,2022-12-01,16584.31
C0033,2023-01-01,12357.71
C0033,2023-02-01,31206.16
C0033,2023-03-01,20099.08
C0033,2023-04-01,24823.62
C0033,2023-05-01,64454.47
C0033,2023-06-01,21000.63
C0033,2023-07-01,32590.02
C0033,2023-08-01,12893.12
C0033,2023-09-01,12853.71
C0033,2023-10-01,31279.11
C0033,2023-11-01,79796.84
C0033,2023-12-01,72083.03
C0034,2021-09-01,16249.31
C0034,2021-10-01,17804.74
C0034,2021-11-01,10811.67
C0034,2021-12-01,18647.9
C0034,2022-01-01,12075.44
C0034,2022-02-01,20889.12
C0034,2022-03-01,13637.75
C0034,2022-04-01,17268.81
C0034,2022-05-01,12110.98
