Ticket_ID,Customer_ID,Created_Date,Closed_Date,Channel,Severity,Status,Category,Root_Cause,Ticket_Text
T00135,C0062,2021-12-18,2021-12-20,Chat,P2,Closed,Billing,Config,Unexpected billing spike
T00136,C0063,2022-01-12,2022-01-13,Email,P2,Closed,Billing,Config,Unexpected billing spike
T00137,C0063,2022-08-22,2022-08-24,Chat,P2,Closed,Integration,Product,Unexpected billing spike
T00138,C0064,2023-05-08,2023-05-10,Email,P1,Closed,Integration,Bug,Issue with compute workload
T00139,C0064,2022-03-17,2022-03-30,Email,P2,Closed,Performance,Config,Issue with compute workload
T00140,C0064,2021-07-18,2021-07-30,Portal,P1,Closed,Billing,Bug,Integration timeout
T00141,C0064,2021-05-04,2021-05-07,Portal,P3,Closed,Billing,Product,Unexpected billing spike
T00142,C0065,2022-06-26,2022-07-04,Email,P2,Closed,Integration,Bug,Unexpected billing spike
T00143,C0065,2023-04-16,2023-04-25,Portal,P1,Closed,Performance,Bug,Integration timeout
T00144,C0066,2021-10-29,2021-10-30,Chat,P1,Closed,Integration,Bug,Unexpected billing spike
T00145,C0066,2023-01-05,2023-01-06,Portal,P2,Closed,Performance,Bug,Unexpected billing spike
T00146,C0067,2023-02-11,2023-02-16,Chat,P3,Closed,Integration,Config,Integration timeout
T00147,C0068,2023-10-26,2023-11-03,Portal,P2,Closed,Billing,Bug,Unexpected billing spike
T00148,C0068,2023-07-28,2023-08-08,Email,P1,Closed,Performance,Bug,Integration timeout
T00149,C0068,2022-09-27,2022-10-08,Chat,P2,Closed,Integration,Product,Unexpected billing spike
T00150,C0069,2022-07-15,2022-07-22,Portal,P3,Closed,Integration,Product,Unexpected billing spike
T00151,C0069,2022-09-12,2022-09-18,Chat,P3,Closed,Integration,Product,Issue with compute workload
T00152,C0070,2023-05-22,2023-06-05,Chat,P2,Closed,Billing,Bug,Issue with compute workload
T00153,C0070,2021-06-02,2021-06-03,Portal,P2,Closed,Performance,Bug,Issue with compute workload
T00154,C0070,2022-01-12,2022-01-22,Email,P2,Closed,Performance,Bug,Unexpected billing spike
T00155,C0071,2023-01-03,2023-01-06,Email,P2,Closed,Billing,Bug,Issue with compute workload
T00156,C0071,2022-07-14,2022-07-23,Chat,P3,Closed,Billing,Bug,Issue with compute workload
T00157,C0072,2021-04-13,2021-04-18,Chat,P1,Closed,Integration,Product,Issue with compute workload
T00158,C0072,2022-12-06,2022-12-19,Portal,P1,Closed,Billing,Config,Issue with compute workload
T00159,C0072,2022-07-19,2022-07-30,Portal,P1,Closed,Performance,Config,Issue with compute workload
T00160,C0072,2023-05-27,2023-06-06,Chat,P1,Closed,Performance,Config,Unexpected billing spike
T00161,C0073,2023-05-22,2023-05-31,Email,P1,Closed,Integration,Config,Integration timeout
T00162,C0074,2022-03-30,2022-04-07,Chat,P1,Closed,Billing,Bug,Issue with compute workload
T00163,C0075,2021-05-09,2021-05-23,Chat,P1,Closed,Performance,Config,Integration timeout
T00164,C0075,2021-12-22,2022-01-01,Email,P2,Closed,Integration,Product,Issue with compute workload
T00165,C0075,2021-03-09,2021-03-12,Chat,P3,Closed,Integration,Product,Issue with compute workload
T00166,C0076,2023-09-07,2023-09-12,Chat,P2,Closed,Integration,Config,Issue with compute workload
T00167,C0076,2022-12-22,2022-12-29,Chat,P1,Closed,Performance,Config,Unexpected billing spike
T00168,C0076,2021-08-07,2021-08-16,Chat,P2,Closed,Billing,Config,Integration timeout
T00169,C0076,2022-09-23,2022-10-04,Email,P1,Closed,Performance,Bug,Issue with compute workload
T00170,C0077,2021-05-13,2021-05-27,Email,P2,Closed,Integration,Bug,Integration timeout
T00171,C0078,2023-10-06,2023-10-11,Portal,P2,Closed,Billing,Config,Integration timeout
T00172,C0078,2022-08-19,2022-08-28,Chat,P2,Closed,Integration,Config,Unexpected billing spike
T00173,C0078,2022-09-29,2022-10-12,Email,P2,Closed,Integration,Config,Unexpected billing spike
T00174,C0078,2023-02-23,2023-02-24,Email,P1,Closed,Billing,Bug,Unexpected billing spike
T00175,C0079,2021-10-26,2021-10-28,Portal,P2,Closed,Integration,Config,Integration timeout
T00176,C0080,2022-01-04,2022-01-05,Email,P2,Closed,Billing,Bug,Unexpected billing spike
T00177,C0080,2021-11-21,2021-11-22,Portal,P2,Closed,Billing,Bug,Unexpected billing spike
T00178,C0080,2023-06-26,2023-07-10,Email,P2,Closed,Integration,Config,Unexpected billing spike
T00179,C0081,2022-09-02,2022-09-15,Chat,P1,Closed,Integration,Product,Issue with compute workload
T00180,C0082,2021-10-27,2021-11-09,Portal,P3,Closed,Performance,Bug,Integration timeout
T00181,C0082,2022-04-15,2022-04-18,Portal,P3,Closed,Performance,Config,Integration timeout
T00182,C0082,2022-07-28,2022-08-01,Email,P2,Closed,Billing,Product,Unexpected billing spike
T00183,C0083,2022-10-11,2022-10-18,Portal,P2,Closed,Integration,Product,Unexpected billing spike
T00184,C0083,2021-03-22,2021-03-28,Chat,P3,Closed,Performance,Bug,Integration timeout
T00185,C0083,2022-04-05,2022-04-19,Chat,P2,Closed,Performance,Config,Integration timeout
T00186,C0084,2021-05-15,2021-05-27,Email,P2,Closed,Integration,Bug,Unexpected billing spike
T00187,C0084,2022-04-11,2022-04-16,Email,P2,Closed,Billing,Product,Integration timeout
T00188,C0085,2023-02-23,2023-03-07,Portal,P2,Closed,Billing,Config,Integration timeout
T00189,C0085,2023-05-02,2023-05-14,Chat,P1,Closed,Billing,Product,Integration timeout
T00190,C0085,2022-02-17,2022-03-02,Email,P2,Closed,Integration,Config,Integration timeout
T00191,C0086,2023-02-08,2023-02-16,Chat,P2,Closed,Billing,Product,Unexpected billing spike
T00192,C0086,2021-03-15,2021-03-19,Portal,P2,Closed,Billing,Bug,Issue with compute workload
T00193,C0087,2022-05-10,2022-05-12,Chat,P3,Closed,Billing,Bug,Issue with compute workload
T00194,C0087,2022-08-16,2022-08-29,Portal,P3,Closed,Performance,Config,Issue with compute workload
T00195,C0087,2022-02-03,2022-02-14,Chat,P2,Closed,Billing,Product,Integration timeout
T00196,C0088,2022-01-23,2022-01-29,Email,P2,Closed,Performance,Bug,Unexpected billing spike
T00197,C0088,2021-04-28,2021-05-09,Portal,P1,Closed,Performance,Bug,Issue with compute workload
T00198,C0089,2023-11-13,2023-11-23,Portal,P2,Closed,Performance,Product,Integration timeout
T00199,C0090,2022-05-01,2022-05-03,Chat,P3,Closed,Billing,Product,Issue with compute workload
T00200,C0091,2022-10-03,2022-10-13,Chat,P2,Closed,Billing,Product,Issue with compute workload
T00201,C0092,2023-07-23,2023-08-03,Chat,P2,Closed,Integration,Config,Integration timeout
T00202,C0093,2023-11-30,2023-12-02,Portal,P3,Closed,Performance,Bug,Unexpected billing spike
T00203,C0093,2023-07-19,2023-07-21,Email,P3,Closed,Performance,Bug,Integration timeout
T00204,C0093,2022-04-13,2022-04-24,Chat,P1,Closed,Integration,Config,Issue with compute workload
T00205,C0094,2023-10-08,2023-10-11,Portal,P3,Closed,Billing,Bug,Integration timeout
T00206,C0095,2022-09-07,2022-09-12,Portal,P1,Closed,Billing,Product,Integration timeout
T00207,C0095,2023-08-29,2023-09-03,Portal,P1,Closed,Billing,Bug,Unexpected billing spike
T00208,C0096,2022-04-10,2022-04-17,Chat,P3,Closed,Performance,Bug,Issue with compute workload
T00209,C0096,2022-05-13,2022-05-24,Portal,P2,Closed,Integration,Bug,Integration timeout
T00210,C0096,2022-04-30,2022-05-10,Email,P1,Closed,Integration,Product,Unexpected billing spike
T00211,C0097,2022-06-22,2022-06-29,Chat,P3,Closed,Integration,Product,Unexpected billing spike
T00212,C0097,2022-04-30,2022-05-03,Portal,P3,Closed,Billing,Config,Issue with compute workload
T00213,C0097,2021-05-21,2021-06-04,Email,P1,Closed,Billing,Product,Issue with compute workload
T00214,C0097,2021-09-07,2021-09-10,Email,P3,Closed,Integration,Config,Unexpected billing spike
T00215,C0098,2023-07-01,2023-07-15,Email,P1,Closed,Performance,Config,Unexpected billing spike
T00216,C0098,2022-02-12,2022-02-17,Chat,P2,Closed,Performance,Config,Integration timeout
T00217,C0099,2023-03-14,2023-03-17,Email,P2,Closed,Billing,Config,Issue with compute workload
T00218,C0099,2022-02-18,2022-02-20,Email,P3,Closed,Performance,Config,Unexpected billing spike
T00219,C0099,2023-05-10,2023-05-13,Portal,P1,Closed,Billing,Config,Integration timeout
T00220,C0099,2023-04-09,2023-04-22,Chat,P1,Closed,Integration,Bug,Integration timeout
T00221,C0100,2022-03-11,2022-03-19,Portal,P1,Closed,Performance,Config,Integration timeout
T00222,C0101,2023-03-11,2023-03-23,Email,P2,Closed,Billing,Config,Unexpected billing spike
T00223,C0101,2023-07-30,2023-08-11,Chat,P2,Closed,Billing,Bug,Unexpected billing spike
T00224,C0102,2022-11-12,2022-11-22,Email,P2,Closed,Performance,Config,Issue with compute workload
T00225,C0103,2022-12-07,2022-12-11,Portal,P2,Closed,Performance,Config,Unexpected billing spike
T00226,C0103,2023-10-06,2023-10-08,Email,P3,Closed,Performance,Config,Issue with compute workload
T00227,C0103,2022-09-24,2022-10-05,Email,P1,Closed,Performance,Bug,Unexpected billing spike
T00228,C0104,2023-07-20,2023-07-28,Portal,P2,Closed,Integration,Product,Integration timeout
T00229,C0105,2022-09-05,2022-09-18,Chat,P2,Closed,Performance,Product,Issue with compute workload
T00230,C0105,2022-03-03,2022-03-14,Chat,P2,Closed,Integration,Bug,Integration timeout
T00231,C0105,2023-02-07,2023-02-18,Email,P1,Closed,Billing,Bug,Integration timeout
T00232,C0106,2021-07-03,2021-07-12,Portal,P2,Closed,Performance,Config,Unexpected billing spike
T00233,C0106,2021-04-09,2021-04-14,Portal,P1,Closed,Integration,Config,Issue with compute workload
T00234,C0107,2022-12-08,2022-12-15,Chat,P1,Closed,Performance,Config,Issue with compute workload
T00235,C0107,2023-09-10,2023-09-12,Chat,P2,Closed,Billing,Product,Issue with compute workload
T00236,C0107,2023-06-23,2023-07-05,Email,P1,Closed,Integration,Product,Unexpected billing spike
T00237,C0108,2021-12-04,2021-12-11,Chat,P2,Closed,Integration,Config,Unexpected billing spike
T00238,C0108,2023-08-28,2023-09-10,Email,P2,Closed,Performance,Product,Unexpected billing spike
T00239,C0108,2023-08-15,2023-08-17,Chat,P1,Closed,Performance,Product,Integration timeout
T00240,C0109,2023-05-13,2023-05-21,Chat,P3,Closed,Billing,Product,Unexpected billing spike
T00241,C0109,2022-10-28,2022-10-30,Email,P2,Closed,Integration,Bug,Issue with compute workload
T00242,C0110,2022-08-06,2022-08-12,Email,P3,Closed,Performance,Config,Integration timeout
T00243,C0111,2022-03-25,2022-04-05,Chat,P2,Closed,Billing,Bug,Integration timeout
T00244,C0112,2021-08-16,2021-08-25,Email,P2,Closed,Performance,Config,Integration timeout
T00245,C0112,2021-08-31,2021-09-12,Email,P2,Closed,Performance,Product,Integration timeout
T00246,C0112,2022-09-21,2022-09-28,Portal,P3,Closed,Performance,Product,Unexpected billing spike
T00247,C0113,2021-09-03,2021-09-15,Portal,P2,Closed,Integration,Bug,Integration timeout
T00248,C0113,2022-07-13,2022-07-16,Email,P2,Closed,Integration,Config,Issue with compute workload
T00249,C0114,2021-10-28,2021-11-01,Email,P1,Closed,Billing,Config,Integration timeout
T00250,C0115,2022-10-02,2022-10-14,Email,P1,Closed,Performance,Product,Integration timeout
T00251,C0117,2023-06-26,2023-07-10,Email,P1,Closed,Integration,Product,Unexpected billing spike
T00252,C0117,2023-02-09,2023-02-15,Chat,P1,Closed,Billing,Bug,Unexpected billing spike
T00253,C0117,2022-01-22,2022-01-26,Email,P3,Closed,Integration,Bug,Integration timeout
T00254,C0119,2023-06-21,2023-06-22,Portal,P2,Closed,Integration,Config,Unexpected billing spike
T00255,C0120,2023-06-16,2023-06-20,Email,P3,Closed,Integration,Bug,Integration timeout
T00256,C0120,2022-08-25,2022-08-26,Portal,P3,Closed,Billing,Product,Integration timeout
T00257,C0120,2021-09-08,2021-09-17,Chat,P2,Closed,Billing,Config,Issue with compute workload
T00258,C0121,2021-07-10,2021-07-14,Email,P1,Closed,Integration,Config,Issue with compute workload
T00259,C0122,2022-07-02,2022-07-07,Email,P1,Closed,Integration,Bug,Issue with compute workload
T00260,C0122,2023-08-10,2023-08-22,Portal,P2,Closed,Billing,Bug,Unexpected billing spike
T00261,C0123,2023-06-11,2023-06-21,Email,P2,Closed,Billing,Product,Integration timeout
T00262,C0123,2023-03-21,2023-03-28,Email,P3,Closed,Integration,Product,Issue with compute workload
T00263,C0123,2021-07-16,2021-07-21,Portal,P1,Closed,Integration,Bug,Integration timeout
T00264,C0124,2023-05-09,2023-05-18,Chat,P1,Closed,Performance,Config,Issue with compute workload
T00265,C0125,2023-08-14,2023-08-25,Portal,P2,Closed,Integration,Bug,Unexpected billing spike
T00266,C0125,2023-04-17,2023-04-20,Email,P3,Closed,Billing,Bug,Unexpected billing spike
T00267,C0125,2023-07-27,2023-08-08,Chat,P3,Closed,Billing,Product,Unexpected billing spike
T00268,C0126,2022-11-30,2022-12-13,Email,P3,Closed,Performance,Config,Unexpected billing spike
T00269,C0127,2023-05-15,2023-05-19,Chat,P2,Closed,Performance,Bug,Issue with compute workload
T00270,C0128,2021-09-25,2021-10-09,Email,P2,Closed,Billing,Product,Unexpected billing spike
T00271,C0128,2023-03-26,2023-04-05,Chat,P2,Closed,Integration,Bug,Integration timeout
T00272,C0128,2022-06-26,2022-07-06,Email,P1,Closed,Integration,Bug,Unexpected billing spike
T00273,C0128,2022-02-14,2022-02-20,Portal,P3,Closed,Integration,Config,Issue with compute workload
T00274,C0129,2022-09-05,2022-09-18,Chat,P3,Closed,Performance,Bug,Issue with compute workload
T00275,C0129,2022-10-17,2022-10-19,Chat,P2,Closed,Billing,Config,Issue with compute workload
T00276,C0129,2023-01-16,2023-01-26,Chat,P2,Closed,Integration,Config,Integration timeout
T00277,C0129,2022-01-12,2022-01-22,Chat,P1,Closed,Integration,Product,Integration timeout
T00278,C0131,2023-03-30,2023-04-06,Chat,P1,Closed,Performance,Bug,Issue with compute workload
T00279,C0131,2022-07-02,2022-07-08,Chat,P2,Closed,Integration,Product,Issue with compute workload
T00280,C0131,2022-01-11,2022-01-23,Email,P2,Closed,Integration,Bug,Issue with compute workload
T00281,C0131,2022-03-17,2022-03-21,Portal,P1,Closed,Integration,Bug,Integration timeout
T00282,C0132,2022-06-19,2022-06-28,Chat,P2,Closed,Billing,Bug,Unexpected billing spike
T00283,C0132,2023-11-19,2023-11-29,Email,P3,Closed,Performance,Product,Unexpected billing spike
T00284,C0132,2022-04-26,2022-04-27,Portal,P1,Closed,Billing,Config,Integration timeout
T00285,C0133,2023-06-29,2023-07-08,Chat,P2,Closed,Integration,Bug,Issue with compute workload
