Ticket_ID,Customer_ID,Created_Date,Closed_Date,Channel,Severity,Status,Category,Root_Cause,Ticket_Text
T000041,C0014,2023-06-20,2023-06-27,Chat,P1,Closed,Reliability,Config,Data sync failing
T000042,C0014,2023-09-06,2023-09-07,Portal,P4,Closed,Reliability,Product,Integration error
T000043,C0014,2023-07-15,2023-07-16,Email,P3,Closed,Onboarding,Config,Usage spike
T000044,C0014,2022-10-29,2022-11-01,Portal,P4,Closed,Onboarding,Capacity,Auth failure
T000045,C0014,2023-02-15,2023-02-20,Email,P2,Closed,Reliability,Config,Data sync failing
T000046,C0015,2023-09-24,2023-09-27,Email,P2,Closed,Reliability,Bug,Auth failure
T000047,C0015,2023-06-18,2023-06-22,Chat,P3,Closed,Integration,Unknown,Unexpected billing
T000048,C0015,2023-10-28,2023-11-06,Email,P2,Closed,Performance,Config,Auth failure
T000049,C0016,2023-04-16,2023-04-20,Chat,P2,Closed,Billing,Bug,Auth failure
T000050,C0016,2023-11-17,2023-11-22,Chat,P4,Closed,Performance,Capacity,Usage spike
T000051,C0016,2022-12-02,2022-12-04,Chat,P4,Closed,Integration,Bug,Integration error
T000052,C0016,2023-05-09,2023-05-14,Email,P4,Closed,Integration,Config,Integration error
T000053,C0017,2023-05-09,2023-05-15,Portal,P4,Closed,Billing,Capacity,Data sync failing
T000054,C0017,2022-12-05,2022-12-10,Portal,P3,Closed,Performance,Product,Unexpected billing
T000055,C0017,2023-09-22,2023-09-25,Chat,P2,Closed,Reliability,Unknown,Usage spike
T000056,C0017,2023-08-24,2023-08-28,Portal,P1,Closed,Onboarding,Bug,Integration error
T000057,C0017,2023-07-18,2023-07-20,Email,P4,Closed,Onboarding,Product,Integration error
T000058,C0018,2022-12-25,2022-12-28,Chat,P1,Closed,Integration,Product,Data sync failing
T000059,C0018,2022-12-08,2022-12-10,Portal,P1,Closed,Integration,Bug,Auth failure
T000060,C0018,2023-09-08,2023-09-09,Email,P1,Closed,Reliability,Config,Latency issue
T000061,C0019,2023-09-16,2023-09-24,Chat,P4,Closed,Performance,Config,Unexpected billing
T000062,C0019,2023-10-24,2023-10-27,Email,P3,Closed,Reliability,Unknown,Unexpected billing
T000063,C0019,2023-11-19,2023-11-26,Portal,P4,Closed,Integration,Capacity,Auth failure
T000064,C0019,2023-12-01,2023-12-05,Email,P1,Closed,Billing,Capacity,Unexpected billing
T000065,C0020,2023-05-23,2023-05-31,Email,P3,Closed,Billing,Bug,Data sync failing
T000066,C0020,2023-02-13,2023-02-18,Email,P3,Closed,Onboarding,Bug,Data sync failing
T000067,C0020,2023-03-17,2023-03-23,Portal,P4,Closed,Performance,Bug,Latency issue
T000068,C0020,2022-12-21,2022-12-26,Portal,P4,Closed,Billing,Unknown,Unexpected billing
T000069,C0020,2023-12-26,2023-12-31,Email,P4,Closed,Integration,Bug,Integration error
T000070,C0021,2022-07-20,2022-07-23,Portal,P1,Closed,Reliability,Bug,Usage spike
T000071,C0021,2022-11-07,2022-11-13,Email,P1,Closed,Integration,Bug,Latency issue
T000072,C0021,2022-12-12,2022-12-19,Email,P1,Closed,Integration,Product,Data sync failing
T000073,C0022,2023-03-23,2023-03-30,Chat,P2,Closed,Reliability,Bug,Integration error
T000074,C0022,2022-11-29,2022-12-03,Chat,P3,Closed,Onboarding,Config,Usage spike
T000075,C0022,2023-11-02,2023-11-07,Chat,P4,Closed,Billing,Product,Data sync failing
T000076,C0023,2021-12-05,2021-12-08,Email,P3,Closed,Integration,Bug,Integration error
T000077,C0023,2022-10-08,2022-10-10,Portal,P3,Closed,Onboarding,Config,Integration error
T000078,C0024,2023-04-19,2023-04-22,Chat,P3,Closed,Billing,Bug,Unexpected billing
T000079,C0024,2022-12-25,2023-01-02,Portal,P1,Closed,Billing,Product,Integration error
T000080,C0024,2023-02-25,2023-02-28,Portal,P3,Closed,Reliability,Config,Auth failure
T000081,C0025,2022-02-21,2022-02-23,Chat,P4,Closed,Reliability,Config,Latency issue
T000082,C0025,2022-07-09,2022-07-16,Email,P3,Closed,Onboarding,Capacity,Latency issue
T000083,C0025,2022-04-06,2022-04-15,Chat,P3,Closed,Reliability,Config,Unexpected billing
T000084,C0025,2023-08-13,2023-08-22,Portal,P4,Closed,Performance,Product,Unexpected billing
T000085,C0026,2023-06-03,2023-06-10,Portal,P3,Closed,Integration,Product,Unexpected billing
T000086,C0026,2022-12-19,2022-12-23,Email,P1,Closed,Onboarding,Capacity,Unexpected billing
T000087,C0026,2023-08-09,2023-08-11,Portal,P2,Closed,Billing,Config,Integration error
T000088,C0027,2023-12-27,2023-12-31,Portal,P4,Closed,Integration,Product,Unexpected billing
T000089,C0027,2022-12-09,2022-12-17,Portal,P1,Closed,Performance,Capacity,Unexpected billing
T000090,C0027,2023-02-21,2023-03-02,Portal,P3,Closed,Reliability,Config,Latency issue
T000091,C0027,2023-07-18,2023-07-23,Email,P3,Closed,Performance,Bug,Data sync failing
T000092,C0027,2022-11-12,2022-11-14,Email,P3,Closed,Reliability,Product,Unexpected billing
T000093,C0028,2022-09-14,2022-09-22,Email,P4,Closed,Reliability,Capacity,Auth failure
T000094,C0028,2022-08-19,2022-08-20,Email,P1,Closed,Onboarding,Product,Latency issue
T000095,C0029,2023-09-08,2023-09-15,Chat,P2,Closed,Integration,Unknown,Auth failure
T000096,C0029,2022-11-24,2022-11-25,Portal,P4,Closed,Onboarding,Config,Usage spike
T000097,C0029,2023-07-30,2023-08-07,Chat,P3,Closed,Reliability,Bug,Latency issue
T000098,C0030,2023-10-18,2023-10-27,Email,P3,Closed,Performance,Unknown,Usage spike
T000099,C0030,2023-06-08,2023-06-15,Email,P1,Closed,Onboarding,Capacity,Unexpected billing
T000100,C0030,2023-10-07,2023-10-09,Chat,P1,Closed,Billing,Config,Latency issue
T000101,C0030,2023-01-04,2023-01-13,Chat,P1,Closed,Reliability,Bug,Data sync failing
T000102,C0031,2023-05-30,2023-06-05,Portal,P2,Closed,Reliability,Unknown,Data sync failing
T000103,C0031,2023-05-23,2023-05-26,Portal,P4,Closed,Integration,Product,Auth failure
T000104,C0031,2023-11-13,2023-11-21,Portal,P2,Closed,Onboarding,Capacity,Data sync failing
T000105,C0031,2023-07-06,2023-07-07,Portal,P4,Closed,Performance,Bug,Usage spike
T000106,C0031,2023-06-29,2023-07-06,Portal,P1,Closed,Performance,Unknown,Integration error
T000107,C0032,2022-11-02,2022-11-03,Chat,P4,Closed,Onboarding,Product,Unexpected billing
T000108,C0032,2022-12-05,2022-12-13,Portal,P4,Closed,Billing,Capacity,Unexpected billing
T000109,C0032,2023-02-04,2023-02-09,Chat,P1,Closed,Performance,Bug,Usage spike
T000110,C0032,2023-04-18,2023-04-23,Portal,P2,Closed,Reliability,Capacity,Usage spike
T000111,C0033,2023-10-11,2023-10-13,Portal,P3,Closed,Performance,Product,Data sync failing
T000112,C0033,2023-10-09,2023-10-11,Chat,P1,Closed,Reliability,Product,Usage spike
T000113,C0034,2023-04-19,2023-04-21,Email,P1,Closed,Onboarding,Bug,Unexpected billing
T000114,C0034,2022-11-28,2022-11-29,Email,P1,Closed,Onboarding,Bug,Usage spike
T000115,C0034,2023-02-06,2023-02-15,Portal,P4,Closed,Integration,Unknown,Integration error
T000116,C0034,2023-05-29,2023-06-02,Portal,P2,Closed,Reliability,Bug,Integration error
T000117,C0034,2021-11-25,2021-12-02,Email,P4,Closed,Onboarding,Product,Latency issue
T000118,C0035,2021-03-28,2021-04-05,Portal,P4,Closed,Billing,Unknown,Usage spike
T000119,C0035,2022-09-03,2022-09-12,Portal,P4,Closed,Integration,Capacity,Usage spike
T000120,C0035,2023-06-11,2023-06-19,Chat,P4,Closed,Performance,Product,Usage spike
T000121,C0035,2022-04-27,2022-05-06,Email,P3,Closed,Reliability,Bug,Integration error
T000122,C0035,2023-08-06,2023-08-12,Portal,P1,Closed,Integration,Capacity,Data sync failing
T000123,C0036,2022-06-05,2022-06-08,Portal,P1,Closed,Integration,Config,Latency issue
T000124,C0036,2023-11-24,2023-11-26,Email,P2,Closed,Reliability,Bug,Latency issue
T000125,C0036,2021-10-07,2021-10-10,Email,P3,Closed,Billing,Capacity,Usage spike
T000126,C0037,2022-09-27,2022-10-02,Email,P4,Closed,Billing,Unknown,Integration error
T000127,C0037,2021-04-05,2021-04-14,Portal,P4,Closed,Onboarding,Unknown,Latency issue
T000128,C0037,2022-05-23,2022-05-31,Email,P3,Closed,Reliability,Config,Auth failure
T000129,C0038,2023-11-02,2023-11-07,Email,P2,Closed,Onboarding,Config,Auth failure
T000130,C0038,2023-05-17,2023-05-19,Chat,P3,Closed,Performance,Product,Usage spike
T000131,C0039,2021-06-10,2021-06-11,Chat,P3,Closed,Reliability,Product,Data sync failing
T000132,C0039,2023-03-25,2023-03-29,Email,P4,Closed,Reliability,Product,Integration error
T000133,C0039,2023-12-05,2023-12-07,Email,P4,Closed,Onboarding,Bug,Auth failure
T000134,C0040,2023-03-15,2023-03-16,Email,P2,Closed,Reliability,Bug,Unexpected billing
T000135,C0040,2023-08-18,2023-08-20,Chat,P4,Closed,Billing,Product,Data sync failing
T000136,C0040,2023-10-04,2023-10-11,Portal,P1,Closed,Reliability,Unknown,Auth failure
T000137,C0041,2023-06-02,2023-06-05,Portal,P2,Closed,Integration,Bug,Data sync failing
T000138,C0041,2023-11-04,2023-11-07,Email,P4,Closed,Performance,Capacity,Latency issue
T000139,C0041,2023-06-26,2023-07-04,Email,P2,Closed,Integration,Product,Unexpected billing
T000140,C0041,2023-11-23,2023-12-02,Portal,P3,Closed,Reliability,Config,Unexpected billing
T000141,C0042,2023-12-29,2023-12-31,Portal,P3,Closed,Integration,Unknown,Unexpected billing
T000142,C0042,2023-05-06,2023-05-07,Chat,P2,Closed,Billing,Unknown,Data sync failing
T000143,C0042,2023-07-23,2023-07-29,Chat,P1,Closed,Integration,Unknown,Usage spike
T000144,C0042,2023-07-30,2023-08-06,Chat,P4,Closed,Integration,Bug,Usage spike
T000145,C0042,2023-12-13,2023-12-22,Email,P3,Closed,Billing,Product,Unexpected billing
T000146,C0043,2023-03-11,2023-03-13,Chat,P1,Closed,Reliability,Product,Latency issue
T000147,C0043,2021-10-24,2021-10-28,Chat,P4,Closed,Onboarding,Capacity,Data sync failing
T000148,C0044,2023-12-16,2023-12-19,Email,P3,Closed,Performance,Config,Data sync failing
T000149,C0044,2023-09-13,2023-09-15,Portal,P4,Closed,Onboarding,Capacity,Auth failure
T000150,C0044,2023-09-09,2023-09-14,Portal,P1,Closed,Billing,Config,Integration error
T000151,C0045,2023-08-11,2023-08-14,Portal,P3,Closed,Integration,Bug,Integration error
T000152,C0045,2023-11-23,2023-11-30,Portal,P4,Closed,Performance,Capacity,Unexpected billing
T000153,C0045,2022-02-06,2022-02-10,Email,P1,Closed,Billing,Unknown,Latency issue
T000154,C0045,2023-11-12,2023-11-14,Chat,P4,Closed,Integration,Unknown,Auth failure
T000155,C0046,2023-06-13,2023-06-19,Portal,P4,Closed,Reliability,Bug,Integration error
T000156,C0046,2023-07-07,2023-07-14,Email,P3,Closed,Performance,Unknown,Data sync failing
T000157,C0047,2021-12-27,2022-01-02,Email,P1,Closed,Integration,Capacity,Latency issue
T000158,C0047,2022-03-30,2022-04-08,Email,P1,Closed,Reliability,Capacity,Auth failure
T000159,C0047,2023-05-18,2023-05-23,Portal,P3,Closed,Performance,Product,Data sync failing
T000160,C0048,2023-12-27,2023-12-31,Chat,P2,Closed,Reliability,Config,Unexpected billing
T000161,C0048,2023-10-03,2023-10-10,Email,P1,Closed,Reliability,Config,Unexpected billing
T000162,C0048,2023-07-05,2023-07-07,Chat,P1,Closed,Integration,Capacity,Auth failure
T000163,C0048,2023-07-09,2023-07-13,Email,P2,Closed,Integration,Unknown,Integration error
T000164,C0048,2023-09-05,2023-09-06,Portal,P3,Closed,Performance,Bug,Unexpected billing
T000165,C0049,2022-12-12,2022-12-14,Email,P3,Closed,Performance,Product,Data sync failing
T000166,C0049,2023-05-11,2023-05-20,Email,P2,Closed,Onboarding,Capacity,Unexpected billing
T000167,C0049,2023-08-09,2023-08-17,Chat,P3,Closed,Integration,Config,Usage spike
T000168,C0049,2022-12-14,2022-12-23,Chat,P2,Closed,Integration,Capacity,Unexpected billing
T000169,C0050,2022-01-13,2022-01-22,Chat,P1,Closed,Performance,Unknown,Auth failure
T000170,C0050,2022-08-19,2022-08-21,Portal,P1,Closed,Onboarding,Capacity,Unexpected billing
T000171,C0051,2022-08-09,2022-08-17,Chat,P3,Closed,Reliability,Bug,Integration error
T000172,C0051,2023-05-06,2023-05-07,Chat,P3,Closed,Billing,Product,Unexpected billing
T000173,C0051,2022-12-02,2022-12-06,Portal,P1,Closed,Reliability,Unknown,Data sync failing
T000174,C0052,2021-06-23,2021-06-29,Portal,P1,Closed,Onboarding,Product,Integration error
T000175,C0052,2021-04-11,2021-04-18,Chat,P1,Closed,Billing,Config,Unexpected billing
T000176,C0053,2023-10-23,2023-10-28,Chat,P3,Closed,Integration,Capacity,Usage spike
T000177,C0053,2023-11-22,2023-11-25,Portal,P2,Closed,Performance,Config,Auth failure
T000178,C0053,2023-07-16,2023-07-23,Portal,P4,Closed,Performance,Config,Data sync failing
T000179,C0053,2023-12-28,2023-12-29,Portal,P3,Closed,Billing,Capacity,Usage spike
T000180,C0054,2022-10-03,2022-10-10,Portal,P1,Closed,Integration,Config,Unexpected billing
T000181,C0054,2022-12-17,2022-12-20,Email,P1,Closed,Integration,Bug,Unexpected billing
T000182,C0054,2022-07-29,2022-07-31,Chat,P4,Closed,Integration,Product,Auth failure
T000183,C0054,2021-10-04,2021-10-13,Email,P1,Closed,Integration,Capacity,Unexpected billing
T000184,C0054,2021-12-01,2021-12-06,Email,P3,Closed,Reliability,Bug,Latency issue
T000185,C0055,2022-05-19,2022-05-26,Chat,P4,Closed,Performance,Product,Latency issue
T000186,C0055,2023-04-11,2023-04-14,Chat,P4,Closed,Onboarding,Config,Latency issue
T000187,C0055,2022-09-29,2022-10-07,Portal,P2,Closed,Reliability,Capacity,Unexpected billing
T000188,C0056,2023-10-05,2023-10-11,Chat,P3,Closed,Reliability,Config,Usage spike
T000189,C0056,2023-12-05,2023-12-08,Chat,P1,Closed,Onboarding,Capacity,Usage spike
T000190,C0056,2023-12-16,2023-12-25,Chat,P3,Closed,Billing,Product,Auth failure
T000191,C0056,2023-10-04,2023-10-10,Email,P4,Closed,Billing,Capacity,Unexpected billing
T000192,C0056,2023-10-23,2023-10-25,Email,P4,Closed,Billing,Capacity,Usage spike
T000193,C0057,2023-12-03,2023-12-06,Chat,P2,Closed,Reliability,Bug,Unexpected billing
T000194,C0057,2023-12-21,2023-12-27,Email,P3,Closed,Performance,Bug,Data sync failing
T000195,C0057,2023-12-10,2023-12-11,Email,P4,Closed,Billing,Unknown,Unexpected billing
T000196,C0058,2022-12-22,2022-12-27,Chat,P2,Closed,Onboarding,Product,Auth failure
T000197,C0058,2022-11-19,2022-11-23,Email,P3,Closed,Integration,Config,Usage spike
T000198,C0058,2023-05-26,2023-05-27,Email,P1,Closed,Onboarding,Capacity,Data sync failing
T000199,C0059,2023-05-05,2023-05-10,Portal,P3,Closed,Billing,Config,Latency issue
T000200,C0059,2023-09-05,2023-09-13,Chat,P4,Closed,Reliability,Unknown,Integration error
T000201,C0059,2023-05-15,2023-05-22,Email,P3,Closed,Billing,Product,Auth failure
T000202,C0059,2023-05-27,2023-06-04,Portal,P3,Closed,Integration,Config,Unexpected billing
T000203,C0059,2023-12-22,2023-12-29,Chat,P2,Closed,Performance,Bug,Latency issue
T000204,C0060,2022-12-07,2022-12-14,Portal,P4,Closed,Integration,Bug,Integration error
T000205,C0060,2022-10-14,2022-10-15,Email,P2,Closed,Onboarding,Capacity,Latency issue
T000206,C0060,2022-03-03,2022-03-11,Email,P3,Closed,Onboarding,Bug,Integration error
T000207,C0060,2023-05-04,2023-05-11,Chat,P1,Closed,Integration,Bug,Unexpected billing
T000208,C0060,2022-12-14,2022-12-19,Email,P2,Closed,Reliability,Capacity,Data sync failing
T000209,C0061,2022-12-04,2022-12-09,Portal,P2,Closed,Integration,Unknown,Integration error
T000210,C0061,2023-01-10,2023-01-17,Portal,P1,Closed,Reliability,Product,Unexpected billing
T000211,C0062,2023-11-07,2023-11-13,Email,P1,Closed,Reliability,Unknown,Data sync failing
T000212,C0062,2023-09-20,2023-09-26,Chat,P4,Closed,Onboarding,Capacity,Data sync failing
T000213,C0062,2023-11-25,2023-11-27,Portal,P2,Closed,Integration,Unknown,Latency issue
T000214,C0063,2022-07-24,2022-08-02,Chat,P2,Closed,Integration,Capacity,Auth failure
T000215,C0063,2023-12-15,2023-12-17,Chat,P3,Closed,Integration,Bug,Latency issue
T000216,C0063,2022-08-06,2022-08-11,Email,P2,Closed,Performance,Bug,Data sync failing
T000217,C0063,2023-11-10,2023-11-15,Portal,P4,Closed,Onboarding,Bug,Integration error
T000218,C0064,2023-08-03,2023-08-07,Portal,P4,Closed,Performance,Unknown,Integration error
T000219,C0064,2023-08-15,2023-08-16,Email,P3,Closed,Billing,Capacity,Usage spike
T000220,C0064,2023-07-11,2023-07-15,Chat,P1,Closed,Reliability,Unknown,Auth failure
T000221,C0064,2023-12-01,2023-12-05,Portal,P3,Closed,Integration,Bug,Latency issue
T000222,C0064,2023-06-28,2023-06-29,Portal,P4,Closed,Reliability,Config,Usage spike
T000223,C0065,2023-09-09,2023-09-17,Portal,P1,Closed,Billing,Config,Data sync failing
T000224,C0065,2023-10-04,2023-10-12,Email,P4,Closed,Reliability,Bug,Data sync failing
T000225,C0065,2023-04-20,2023-04-22,Chat,P1,Closed,Performance,Config,Integration error
T000226,C0066,2023-08-11,2023-08-12,Email,P2,Closed,Billing,Bug,Latency issue
T000227,C0066,2022-03-10,2022-03-19,Portal,P3,Closed,Integration,Bug,Latency issue
T000228,C0066,2023-09-06,2023-09-08,Chat,P3,Closed,Performance,Product,Auth failure
T000229,C0066,2022-09-19,2022-09-28,Chat,P4,Closed,Performance,Config,Usage spike
T000230,C0067,2023-08-26,2023-08-29,Portal,P3,Closed,Performance,Capacity,Usage spike
T000231,C0067,2023-09-13,2023-09-19,Email,P3,Closed,Performance,Product,Latency issue
T000232,C0067,2023-05-26,2023-06-03,Portal,P2,Closed,Reliability,Bug,Auth failure
T000233,C0067,2023-04-14,2023-04-22,Email,P4,Closed,Onboarding,Product,Auth failure
T000234,C0067,2021-09-06,2021-09-07,Chat,P1,Closed,Onboarding,Bug,Unexpected billing
T000235,C0068,2022-07-07,2022-07-14,Portal,P4,Closed,Billing,Config,Data sync failing
T000236,C0068,2021-10-06,2021-10-11,Chat,P4,Closed,Reliability,Product,Unexpected billing
T000237,C0069,2023-02-10,2023-02-12,Chat,P3,Closed,Reliability,Product,Data sync failing
T000238,C0069,2023-08-15,2023-08-20,Chat,P2,Closed,Integration,Product,Unexpected billing
T000239,C0069,2022-03-10,2022-03-16,Portal,P4,Closed,Billing,Bug,Data sync failing
T000240,C0069,2023-01-12,2023-01-18,Email,P4,Closed,Reliability,Capacity,Usage spike
T000241,C0070,2023-05-10,2023-05-17,Email,P1,Closed,Performance,Unknown,Unexpected billing
T000242,C0070,2023-09-22,2023-09-29,Email,P3,Closed,Performance,Bug,Latency issue
T000243,C0070,2023-07-09,2023-07-15,Chat,P4,Closed,Performance,Config,Latency issue
T000244,C0071,2022-09-09,2022-09-17,Chat,P2,Closed,Onboarding,Product,Latency issue
T000245,C0071,2023-06-12,2023-06-18,Chat,P4,Closed,Onboarding,Config,Integration error
T000246,C0071,2021-05-11,2021-05-17,Portal,P2,Closed,Integration,Capacity,Latency issue
T000247,C0071,2021-07-04,2021-07-12,Chat,P1,Closed,Reliability,Product,Usage spike
T000248,C0072,2022-04-17,2022-04-19,Portal,P2,Closed,Integration,Capacity,Integration error
T000249,C0072,2022-03-20,2022-03-22,Chat,P1,Closed,Billing,Unknown,Usage spike
T000250,C0072,2023-01-12,2023-01-14,Portal,P4,Closed,Billing,Capacity,Auth failure
T000251,C0072,2023-02-13,2023-02-17,Chat,P1,Closed,Performance,Bug,Unexpected billing
T000252,C0073,2023-03-15,2023-03-23,Portal,P4,Closed,Performance,Unknown,Unexpected billing
T000253,C0073,2023-01-24,2023-01-27,Chat,P3,Closed,Billing,Config,Integration error
T000254,C0073,2021-11-11,2021-11-18,Email,P4,Closed,Integration,Product,Usage spike
T000255,C0074,2022-09-22,2022-09-27,Email,P3,Closed,Reliability,Product,Auth failure
T000256,C0074,2023-04-11,2023-04-13,Portal,P3,Closed,Performance,Product,Unexpected billing
T000257,C0074,2023-03-14,2023-03-20,Email,P3,Closed,Reliability,Capacity,Integration error
T000258,C0075,2022-12-03,2022-12-08,Chat,P2,Closed,Performance,Bug,Unexpected billing
T000259,C0075,2023-04-19,2023-04-20,Portal,P1,Closed,Onboarding,Config,Data sync failing
T000260,C0075,2021-11-14,2021-11-17,Email,P4,Closed,Onboarding,Product,Data sync failing
T000261,C0075,2022-07-16,2022-07-21,Email,P2,Closed,Performance,Bug,Data sync failing
T000262,C0075,2022-01-06,2022-01-12,Chat,P2,Closed,Billing,Config,Unexpected billing
T000263,C0076,2021-06-12,2021-06-18,Portal,P2,Closed,Reliability,Capacity,Integration error
T000264,C0076,2023-11-13,2023-11-14,Portal,P2,Closed,Reliability,Config,Integration error
T000265,C0076,2023-04-05,2023-04-08,Email,P2,Closed,Integration,Product,Integration error
T000266,C0076,2023-11-29,2023-12-08,Portal,P3,Closed,Billing,Config,Data sync failing
T000267,C0076,2021-10-07,2021-10-15,Portal,P3,Closed,Reliability,Unknown,Integration error
T000268,C0077,2023-09-12,2023-09-16,Chat,P3,Closed,Onboarding,Unknown,Latency issue
T000269,C0077,2023-10-02,2023-10-06,Email,P1,Closed,Integration,Config,Integration error
T000270,C0077,2023-11-12,2023-11-18,Chat,P1,Closed,Integration,Bug,Latency issue
T000271,C0078,2023-04-10,2023-04-15,Portal,P4,Closed,Onboarding,Capacity,Data sync failing
T000272,C0078,2023-10-11,2023-10-12,Portal,P1,Closed,Onboarding,Product,Integration error
T000273,C0078,2023-12-20,2023-12-24,Chat,P3,Closed,Integration,Unknown,Unexpected billing
T000274,C0079,2023-12-27,2023-12-28,Portal,P1,Closed,Billing,Product,Integration error
T000275,C0079,2023-08-07,2023-08-16,Chat,P1,Closed,Onboarding,Product,Integration error
T000276,C0079,2023-11-26,2023-11-28,Portal,P1,Closed,Onboarding,Bug,Usage spike
T000277,C0079,2023-11-26,2023-11-29,Chat,P4,Closed,Integration,Product,Latency issue
T000278,C0080,2023-01-04,2023-01-13,Portal,P1,Closed,Billing,Unknown,Data sync failing
T000279,C0080,2023-05-11,2023-05-14,Portal,P1,Closed,Billing,Capacity,Latency issue
T000280,C0080,2022-03-16,2022-03-21,Chat,P3,Closed,Billing,Config,Usage spike
T000281,C0080,2023-08-04,2023-08-06,Chat,P4,Closed,Onboarding,Product,Latency issue
T000282,C0080,2022-09-14,2022-09-17,Email,P4,Closed,Reliability,Config,Usage spike
T000283,C0081,2022-08-27,2022-08-31,Portal,P4,Closed,Performance,Capacity,Unexpected billing
T000284,C0081,2023-06-27,2023-07-01,Email,P4,Closed,Integration,Product,Unexpected billing
T000285,C0081,2023-10-05,2023-10-14,Email,P3,Closed,Performance,Unknown,Latency issue
T000286,C0081,2023-10-30,2023-11-05,Chat,P3,Closed,Integration,Unknown,Latency issue
T000287,C0081,2022-10-21,2022-10-30,Email,P3,Closed,Onboarding,Bug,Data sync failing
T000288,C0082,2022-12-25,2022-12-31,Email,P2,Closed,Onboarding,Unknown,Usage spike
T000289,C0082,2023-08-04,2023-08-06,Email,P1,Closed,Billing,Product,Unexpected billing
T000290,C0082,2022-07-09,2022-07-10,Chat,P4,Closed,Onboarding,Capacity,Latency issue
T000291,C0082,2023-10-06,2023-10-08,Portal,P4,Closed,Billing,Capacity,Usage spike
