Customer_ID,Month,Consumption_Units
C0010,2022-11-01,17677.5
C0010,2022-12-01,18447.37
C0010,2023-01-01,18702.93
C0010,2023-02-01,19260.83
C0010,2023-03-01,19710.21
C0010,2023-04-01,19661.22
C0010,2023-05-01,19624.17
C0010,2023-06-01,19836.67
C0010,2023-07-01,19990.89
C0010,2023-08-01,19796.63
C0010,2023-09-01,19421.94
C0010,2023-10-01,19718.01
C0010,2023-11-01,20127.88
C0010,2023-12-01,19795.99
C0011,2022-11-01,13381.9
C0011,2022-12-01,13374.28
C0011,2023-01-01,13512.2
C0011,2023-02-01,13664.28
C0011,2023-03-01,14087.8
C0011,2023-04-01,14099.79
C0011,2023-05-01,14012.52
C0011,2023-06-01,14504.89
C0011,2023-07-01,14755.12
C0011,2023-08-01,14627.42
C0011,2023-09-01,14641.2
C0011,2023-10-01,14588.67
C0011,2023-11-01,14915.82
C0011,2023-12-01,14784.47
C0012,2023-10-01,21080.77
C0012,2023-11-01,21656.47
C0012,2023-12-01,22344.69
C0013,2021-01-01,25128.3
C0013,2021-02-01,25448.38
C0013,2021-03-01,25503.37
C0013,2021-04-01,26089.69
C0013,2021-05-01,27261.47
C0013,2021-06-01,27946.86
C0013,2021-07-01,28258.76
C0013,2021-08-01,28609.68
C0013,2021-09-01,28541.62
C0013,2021-10-01,29093.7
C0013,2021-11-01,29342.86
C0013,2021-12-01,28889.65
C0013,2022-01-01,29321.41
C0013,2022-02-01,29163.33
C0013,2022-03-01,29626.41
C0013,2022-04-01,30896.68
C0013,2022-05-01,30793.05
C0013,2022-06-01,31212.29
C0013,2022-07-01,31754.47
C0013,2022-08-01,31908.71
C0013,2022-09-01,32769.62
C0013,2022-10-01,33571.7
C0013,2022-11-01,33844.55
C0013,2022-12-01,33995.86
C0013,2023-01-01,33870.76
C0013,2023-02-01,34967.15
C0013,2023-03-01,35311.71
C0013,2023-04-01,36122.3
C0013,2023-05-01,36353.05
C0013,2023-06-01,36445.54
C0013,2023-07-01,36170.76
C0013,2023-08-01,36367.48
C0013,2023-09-01,37352.96
C0013,2023-10-01,37612.56
C0013,2023-11-01,38425.35
C0013,2023-12-01,39991.79
C0014,2022-04-01,19195.66
C0014,2022-05-01,19153.11
C0014,2022-06-01,19132.57
C0014,2022-07-01,19568.54
C0014,2022-08-01,19549.55
C0014,2022-09-01,19857.19
C0014,2022-10-01,20682.71
C0014,2022-11-01,21031.65
C0014,2022-12-01,21101.48
C0014,2023-01-01,21211.24
C0014,2023-02-01,21007.15
C0014,2023-03-01,21540.7
C0014,2023-04-01,22335.82
C0014,2023-05-01,22991.59
C0014,2023-06-01,23025.17
C0014,2023-07-01,23236.34
C0014,2023-08-01,22997.0
C0014,2023-09-01,23479.33
C0014,2023-10-01,23346.2
C0014,2023-11-01,23693.66
C0014,2023-12-01,23983.23
C0015,2023-04-01,15120.14
C0015,2023-05-01,15267.4
C0015,2023-06-01,15301.12
C0015,2023-07-01,15026.46
C0015,2023-08-01,14924.5
C0015,2023-09-01,14983.51
C0015,2023-10-01,15443.09
C0015,2023-11-01,16083.79
C0015,2023-12-01,16349.03
C0016,2022-08-01,16650.12
C0016,2022-09-01,16604.53
C0016,2022-10-01,16674.03
C0016,2022-11-01,17101.94
C0016,2022-12-01,17327.4
C0016,2023-01-01,17500.75
C0016,2023-02-01,17726.92
C0016,2023-03-01,17575.84
C0016,2023-04-01,17746.21
C0016,2023-05-01,17999.74
C0016,2023-06-01,18053.2
C0016,2023-07-01,18204.29
C0016,2023-08-01,18325.44
C0016,2023-09-01,18608.64
C0016,2023-10-01,19082.04
C0016,2023-11-01,19509.16
C0016,2023-12-01,19715.32
C0017,2022-12-01,19029.39
C0017,2023-01-01,19572.16
C0017,2023-02-01,19851.93
C0017,2023-03-01,19606.71
C0017,2023-04-01,19822.35
C0017,2023-05-01,20395.62
C0017,2023-06-01,20238.3
C0017,2023-07-01,20185.3
C0017,2023-08-01,20697.42
C0017,2023-09-01,20782.73
C0017,2023-10-01,20874.56
C0017,2023-11-01,21389.6
C0017,2023-12-01,21771.05
C0018,2021-10-01,26590.6
C0018,2021-11-01,27748.36
C0018,2021-12-01,28084.06
C0018,2022-01-01,29262.54
C0018,2022-02-01,29617.48
C0018,2022-03-01,29625.37
C0018,2022-04-01,29590.4
C0018,2022-05-01,29290.49
C0018,2022-06-01,29172.79
C0018,2022-07-01,28841.17
C0018,2022-08-01,29325.5
C0018,2022-09-01,29386.91
C0018,2022-10-01,30573.05
C0018,2022-11-01,30340.7
C0018,2022-12-01,30453.53
C0018,2023-01-01,31209.54
C0018,2023-02-01,31671.09
C0018,2023-03-01,32486.57
C0018,2023-04-01,32450.52
C0018,2023-05-01,33111.21
C0018,2023-06-01,32874.71
C0018,2023-07-01,33822.57
C0018,2023-08-01,33634.91
C0018,2023-09-01,33029.9
C0018,2023-10-01,33484.92
C0018,2023-11-01,33819.61
C0018,2023-12-01,33496.87
C0019,2023-09-01,13428.47
C0019,2023-10-01,13779.83
C0019,2023-11-01,13994.12
C0019,2023-12-01,14139.78
C0020,2022-12-01,14935.31
C0020,2023-01-01,14638.78
C0020,2023-02-01,14692.14
C0020,2023-03-01,14325.96
C0020,2023-04-01,14663.93
C0020,2023-05-01,14504.4
C0020,2023-06-01,14319.92
C0020,2023-07-01,14388.39
C0020,2023-08-01,14434.31
C0020,2023-09-01,14773.37
C0020,2023-10-01,15002.2
C0020,2023-11-01,15383.78
C0020,2023-12-01,15268.86
C0021,2022-05-01,23439.21
C0021,2022-06-01,23881.31
C0021,2022-07-01,24152.09
C0021,2022-08-01,23845.51
C0021,2022-09-01,24197.78
C0021,2022-10-01,24602.47
C0021,2022-11-01,24801.32
C0021,2022-12-01,25213.38
C0021,2023-01-01,25657.17
C0021,2023-02-01,26587.83
C0021,2023-03-01,26713.94
C0021,2023-04-01,26523.33
C0021,2023-05-01,26596.45
C0021,2023-06-01,26446.41
C0021,2023-07-01,26305.16
C0021,2023-08-01,27135.79
C0021,2023-09-01,27279.42
C0021,2023-10-01,27773.23
C0021,2023-11-01,27617.88
C0021,2023-12-01,27479.61
C0022,2021-05-01,17747.35
C0022,2021-06-01,17853.54
C0022,2021-07-01,18203.66
C0022,2021-08-01,17992.85
C0022,2021-09-01,18109.31
C0022,2021-10-01,18336.5
C0022,2021-11-01,18364.28
C0022,2021-12-01,18434.92
C0022,2022-01-01,18670.61
C0022,2022-02-01,18767.84
C0022,2022-03-01,19051.97
C0022,2022-04-01,19497.69
C0022,2022-05-01,19511.29
C0022,2022-06-01,19463.61
C0022,2022-07-01,19545.89
C0022,2022-08-01,19380.86
C0022,2022-09-01,19186.85
C0022,2022-10-01,19007.5
C0022,2022-11-01,18437.66
C0022,2022-12-01,18727.6
C0022,2023-01-01,18696.68
C0022,2023-02-01,19223.43
C0022,2023-03-01,19730.13
C0022,2023-04-01,19812.65
C0022,2023-05-01,20550.74
C0022,2023-06-01,20990.74
C0022,2023-07-01,20499.9
C0022,2023-08-01,20723.52
C0022,2023-09-01,20669.28
C0022,2023-10-01,21055.18
C0022,2023-11-01,21247.88
C0022,2023-12-01,21270.55
C0023,2021-12-01,16594.51
C0023,2022-01-01,17027.07
C0023,2022-02-01,16973.53
C0023,2022-03-01,17473.62
C0023,2022-04-01,17168.75
C0023,2022-05-01,16894.3
C0023,2022-06-01,16984.59
C0023,2022-07-01,17157.23
C0023,2022-08-01,17464.3
C0023,2022-09-01,17432.44
C0023,2022-10-01,17003.64
C0023,2022-11-01,17319.95
C0023,2022-12-01,17283.24
C0023,2023-01-01,17350.63
C0023,2023-02-01,17788.28
C0023,2023-03-01,17904.69
C0023,2023-04-01,17625.12
C0023,2023-05-01,18035.83
C0023,2023-06-01,17677.43
C0023,2023-07-01,17772.34
C0023,2023-08-01,18099.04
C0023,2023-09-01,18669.23
C0023,2023-10-01,18849.24
C0023,2023-11-01,18821.13
C0023,2023-12-01,18984.15
C0024,2022-10-01,16729.91
C0024,2022-11-01,16977.84
C0024,2022-12-01,17067.56
C0024,2023-01-01,17394.44
C0024,2023-02-01,17759.93
C0024,2023-03-01,18092.94
C0024,2023-04-01,18605.0
C0024,2023-05-01,18453.31
C0024,2023-06-01,18616.35
C0024,2023-07-01,19051.55
C0024,2023-08-01,19211.74
C0024,2023-09-01,19214.82
C0024,2023-10-01,19334.37
C0024,2023-11-01,19478.84
C0024,2023-12-01,19437.82
C0025,2022-02-01,24503.14
C0025,2022-03-01,24372.21
C0025,2022-04-01,24667.69
C0025,2022-05-01,24612.84
C0025,2022-06-01,24470.45
C0025,2022-07-01,24023.19
C0025,2022-08-01,24288.43
C0025,2022-09-01,25222.34
C0025,2022-10-01,24704.67
C0025,2022-11-01,24965.93
C0025,2022-12-01,24403.05
C0025,2023-01-01,24737.16
C0025,2023-02-01,25034.8
C0025,2023-03-01,25221.74
C0025,2023-04-01,25387.32
C0025,2023-05-01,26116.04
C0025,2023-06-01,26582.31
C0025,2023-07-01,27222.03
C0025,2023-08-01,27434.59
C0025,2023-09-01,27504.38
C0025,2023-10-01,27127.44
C0025,2023-11-01,27152.48
C0025,2023-12-01,27357.24
C0026,2022-02-01,26832.31
C0026,2022-03-01,26907.56
C0026,2022-04-01,26833.29
C0026,2022-05-01,26893.37
C0026,2022-06-01,27516.0
C0026,2022-07-01,27482.37
C0026,2022-08-01,27309.41
C0026,2022-09-01,27908.19
C0026,2022-10-01,28924.68
C0026,2022-11-01,28589.17
C0026,2022-12-01,28785.1
C0026,2023-01-01,28916.5
C0026,2023-02-01,29115.59
C0026,2023-03-01,28717.32
C0026,2023-04-01,29005.67
C0026,2023-05-01,28792.96
C0026,2023-06-01,29499.73
C0026,2023-07-01,29035.69
C0026,2023-08-01,29028.66
C0026,2023-09-01,28893.57
C0026,2023-10-01,29343.87
C0026,2023-11-01,30640.13
C0026,2023-12-01,30776.04
C0027,2022-08-01,19131.62
C0027,2022-09-01,19039.26
C0027,2022-10-01,19242.87
C0027,2022-11-01,19226.4
C0027,2022-12-01,18764.29
C0027,2023-01-01,18804.4
C0027,2023-02-01,19196.02
C0027,2023-03-01,19022.57
C0027,2023-04-01,19652.63
C0027,2023-05-01,19894.99
C0027,2023-06-01,19829.65
C0027,2023-07-01,19949.73
C0027,2023-08-01,20155.45
C0027,2023-09-01,19912.13
C0027,2023-10-01,19999.23
C0027,2023-11-01,20128.71
C0027,2023-12-01,20572.97
C0028,2022-04-01,15898.41
C0028,2022-05-01,15859.48
C0028,2022-06-01,15834.69
C0028,2022-07-01,16034.56
C0028,2022-08-01,16182.59
C0028,2022-09-01,16196.38
C0028,2022-10-01,15888.77
C0028,2022-11-01,15868.0
C0028,2022-12-01,16144.92
C0028,2023-01-01,16417.85
C0028,2023-02-01,16523.83
C0028,2023-03-01,16112.84
C0028,2023-04-01,16550.72
C0028,2023-05-01,16766.1
C0028,2023-06-01,16681.76
C0028,2023-07-01,16654.79
C0028,2023-08-01,16663.02
C0028,2023-09-01,16935.98
C0028,2023-10-01,16688.35
C0028,2023-11-01,16913.68
C0028,2023-12-01,17111.79
C0029,2022-09-01,24985.35
C0029,2022-10-01,24869.8
C0029,2022-11-01,25928.73
C0029,2022-12-01,25914.22
C0029,2023-01-01,25684.38
C0029,2023-02-01,26325.1
C0029,2023-03-01,26495.76
C0029,2023-04-01,26590.87
C0029,2023-05-01,27088.47
C0029,2023-06-01,27965.51
C0029,2023-07-01,28041.37
C0029,2023-08-01,27492.52
C0029,2023-09-01,28056.31
C0029,2023-10-01,27492.64
C0029,2023-11-01,27270.74
C0029,2023-12-01,27564.11
C0030,2022-07-01,20067.23
C0030,2022-08-01,19994.91
C0030,2022-09-01,20027.83
C0030,2022-10-01,19866.3
C0030,2022-11-01,19950.56
C0030,2022-12-01,19969.87
C0030,2023-01-01,19923.05
C0030,2023-02-01,19494.23
C0030,2023-03-01,19643.93
C0030,2023-04-01,19112.54
C0030,2023-05-01,18951.97
C0030,2023-06-01,18888.96
C0030,2023-07-01,18263.84
C0030,2023-08-01,18509.8
C0030,2023-09-01,18514.55
C0030,2023-10-01,18191.06
C0030,2023-11-01,18508.3
C0030,2023-12-01,18494.18
C0031,2023-04-01,25055.44
C0031,2023-05-01,25159.23
C0031,2023-06-01,25097.57
C0031,2023-07-01,25867.96
C0031,2023-08-01,26367.99
C0031,2023-09-01,27277.01
C0031,2023-10-01,26743.42
C0031,2023-11-01,26192.97
C0031,2023-12-01,26516.35
C0032,2022-05-01,13547.58
C0032,2022-06-01,13892.26
C0032,2022-07-01,13716.77
C0032,2022-08-01,13843.29
C0032,2022-09-01,13896.77
C0032,2022-10-01,13875.67
C0032,2022-11-01,14268.89
C0032,2022-12-01,14298.57
C0032,2023-01-01,14458.5
C0032,2023-02-01,14266.6
C0032,2023-03-01,14502.71
C0032,2023-04-01,14520.09
C0032,2023-05-01,14219.25
C0032,2023-06-01,14572.34
C0032,2023-07-01,14774.46
C0032,2023-08-01,14672.99
C0032,2023-09-01,14713.52
C0032,2023-10-01,14572.35
C0032,2023-11-01,14844.04
C0032,2023-12-01,14640.74
C0033,2023-09-01,22307.69
C0033,2023-10-01,22451.26
C0033,2023-11-01,23271.1
C0033,2023-12-01,23208.75
C0034,2021-10-01,23240.46
C0034,2021-11-01,23480.35
C0034,2021-12-01,23675.45
C0034,2022-01-01,24004.74
C0034,2022-02-01,23973.87
C0034,2022-03-01,24572.05
C0034,2022-04-01,25153.59
C0034,2022-05-01,25967.3
C0034,2022-06-01,26496.75
C0034,2022-07-01,26812.72
C0034,2022-08-01,27179.65
C0034,2022-09-01,26828.09
C0034,2022-10-01,26769.0
C0034,2022-11-01,26621.91
C0034,2022-12-01,25898.79
C0034,2023-01-01,25926.09
C0034,2023-02-01,26287.57
C0034,2023-03-01,26482.12
C0034,2023-04-01,26511.71
C0034,2023-05-01,26014.39
C0034,2023-06-01,26323.2
C0034,2023-07-01,26355.23
C0034,2023-08-01,26688.94
C0034,2023-09-01,26059.16
C0034,2023-10-01,26638.61
C0034,2023-11-01,27100.88
C0034,2023-12-01,27133.44
C0035,2021-03-01,12602.53
C0035,2021-04-01,13018.47
C0035,2021-05-01,13177.44
C0035,2021-06-01,13063.32
C0035,2021-07-01,13508.69
C0035,2021-08-01,13980.11
C0035,2021-09-01,14114.62
C0035,2021-10-01,14538.23
C0035,2021-11-01,14429.97
C0035,2021-12-01,14575.47
C0035,2022-01-01,14849.25
C0035,2022-02-01,14851.27
C0035,2022-03-01,14983.35
C0035,2022-04-01,15237.44
C0035,2022-05-01,15437.88
C0035,2022-06-01,15708.73
C0035,2022-07-01,15843.52
C0035,2022-08-01,15812.51
C0035,2022-09-01,15412.38
C0035,2022-10-01,15590.54
C0035,2022-11-01,15631.55
C0035,2022-12-01,16097.72
C0035,2023-01-01,16323.99
C0035,2023-02-01,16707.84
C0035,2023-03-01,16694.42
C0035,2023-04-01,16872.42
C0035,2023-05-01,16958.69
C0035,2023-06-01,17390.68
C0035,2023-07-01,17750.97
C0035,2023-08-01,18252.37
C0035,2023-09-01,18786.54
C0035,2023-10-01,18992.19
C0035,2023-11-01,19048.97
C0035,2023-12-01,18926.34
C0036,2021-10-01,20410.32
C0036,2021-11-01,20646.44
C0036,2021-12-01,20872.79
C0036,2022-01-01,21316.9
C0036,2022-02-01,21825.11
C0036,2022-03-01,22287.05
C0036,2022-04-01,22422.49
C0036,2022-05-01,22373.66
C0036,2022-06-01,22570.99
C0036,2022-07-01,23057.72
C0036,2022-08-01,22827.95
C0036,2022-09-01,23174.49
C0036,2022-10-01,23113.42
C0036,2022-11-01,23253.62
C0036,2022-12-01,23355.91
C0036,2023-01-01,23455.03
C0036,2023-02-01,23853.04
C0036,2023-03-01,24549.83
C0036,2023-04-01,24581.99
C0036,2023-05-01,24809.64
C0036,2023-06-01,25359.03
C0036,2023-07-01,25266.68
C0036,2023-08-01,25594.35
C0036,2023-09-01,26275.14
C0036,2023-10-01,26305.7
C0036,2023-11-01,26004.47
C0036,2023-12-01,25487.08
C0037,2021-04-01,16999.24
C0037,2021-05-01,17264.53
C0037,2021-06-01,17471.66
C0037,2021-07-01,17183.57
C0037,2021-08-01,16977.95
C0037,2021-09-01,17238.83
C0037,2021-10-01,17533.45
C0037,2021-11-01,17969.72
C0037,2021-12-01,18206.48
C0037,2022-01-01,18511.91
C0037,2022-02-01,19127.37
C0037,2022-03-01,18901.06
C0037,2022-04-01,19236.21
C0037,2022-05-01,19363.83
C0037,2022-06-01,19373.82
C0037,2022-07-01,19395.06
C0037,2022-08-01,19908.04
C0037,2022-09-01,19584.4
C0037,2022-10-01,19926.09
C0037,2022-11-01,20374.62
C0037,2022-12-01,21076.21
C0037,2023-01-01,21219.17
C0037,2023-02-01,21178.15
C0037,2023-03-01,20849.26
C0037,2023-04-01,21065.75
C0037,2023-05-01,20903.24
C0037,2023-06-01,21077.23
C0037,2023-07-01,21172.82
C0037,2023-08-01,21464.22
C0037,2023-09-01,21567.47
C0037,2023-10-01,21680.21
C0037,2023-11-01,22239.59
C0037,2023-12-01,22430.2
C0038,2023-05-01,18104.74
C0038,2023-06-01,18152.82
C0038,2023-07-01,18009.51
C0038,2023-08-01,17920.18
C0038,2023-09-01,18174.17
C0038,2023-10-01,18603.8
C0038,2023-11-01,18843.75
C0038,2023-12-01,19394.81
C0039,2021-02-01,22715.57
C0039,2021-03-01,23657.55
C0039,2021-04-01,23977.4
C0039,2021-05-01,24589.05
C0039,2021-06-01,25002.11
C0039,2021-07-01,25059.51
C0039,2021-08-01,24735.73
C0039,2021-09-01,24525.1
C0039,2021-10-01,24006.92
C0039,2021-11-01,25035.57
C0039,2021-12-01,25341.05
C0039,2022-01-01,25531.23
C0039,2022-02-01,25761.38
C0039,2022-03-01,26089.47
C0039,2022-04-01,26422.14
C0039,2022-05-01,26341.03
C0039,2022-06-01,26826.19
C0039,2022-07-01,26850.29
C0039,2022-08-01,27276.62
C0039,2022-09-01,27513.59
C0039,2022-10-01,28053.51
C0039,2022-11-01,28414.62
C0039,2022-12-01,27975.92
C0039,2023-01-01,28014.42
C0039,2023-02-01,28592.63
C0039,2023-03-01,28884.26
C0039,2023-04-01,29366.44
C0039,2023-05-01,29451.23
C0039,2023-06-01,30061.35
C0039,2023-07-01,30012.53
C0039,2023-08-01,30749.66
C0039,2023-09-01,30998.21
C0039,2023-10-01,30882.31
C0039,2023-11-01,31408.5
C0039,2023-12-01,31780.83
C0040,2022-08-01,21568.84
C0040,2022-09-01,21242.77
C0040,2022-10-01,21067.1
C0040,2022-11-01,21115.54
C0040,2022-12-01,21554.36
C0040,2023-01-01,21472.1
C0040,2023-02-01,21419.7
C0040,2023-03-01,21423.92
C0040,2023-04-01,21996.99
C0040,2023-05-01,21944.56
C0040,2023-06-01,21702.53
C0040,2023-07-01,21976.51
C0040,2023-08-01,22593.76
C0040,2023-09-01,22402.03
C0040,2023-10-01,22817.67
C0040,2023-11-01,23290.83
C0040,2023-12-01,23321.36
C0041,2022-05-01,13362.84
C0041,2022-06-01,13612.2
C0041,2022-07-01,13487.89
C0041,2022-08-01,13833.8
C0041,2022-09-01,13540.84
C0041,2022-10-01,13472.08
C0041,2022-11-01,13485.93
C0041,2022-12-01,13826.02
C0041,2023-01-01,13689.52
C0041,2023-02-01,13989.74
C0041,2023-03-01,13967.53
C0041,2023-04-01,13868.2
C0041,2023-05-01,13623.27
C0041,2023-06-01,13893.86
C0041,2023-07-01,13718.15
C0041,2023-08-01,13791.05
C0041,2023-09-01,13849.09
C0041,2023-10-01,14054.38
C0041,2023-11-01,13936.04
C0041,2023-12-01,14160.61
C0042,2023-05-01,26471.63
C0042,2023-06-01,26901.82
C0042,2023-07-01,27266.64
C0042,2023-08-01,27775.03
C0042,2023-09-01,27081.63
C0042,2023-10-01,27550.21
C0042,2023-11-01,28811.02
C0042,2023-12-01,28493.38
C0043,2021-07-01,19838.45
C0043,2021-08-01,19837.26
C0043,2021-09-01,20283.86
C0043,2021-10-01,20398.54
C0043,2021-11-01,20887.87
C0043,2021-12-01,20780.38
C0043,2022-01-01,20925.23
C0043,2022-02-01,20828.52
C0043,2022-03-01,21246.17
C0043,2022-04-01,21585.74
C0043,2022-05-01,21693.35
C0043,2022-06-01,21923.68
C0043,2022-07-01,21765.52
C0043,2022-08-01,21924.01
C0043,2022-09-01,21563.75
C0043,2022-10-01,21550.09
C0043,2022-11-01,21705.34
C0043,2022-12-01,21475.88
C0043,2023-01-01,21569.56
C0043,2023-02-01,21782.36
C0043,2023-03-01,21714.8
C0043,2023-04-01,22529.9
C0043,2023-05-01,22468.41
C0043,2023-06-01,22534.15
C0043,2023-07-01,22124.34
C0043,2023-08-01,22888.08
C0043,2023-09-01,23480.25
C0043,2023-10-01,22949.4
C0043,2023-11-01,23326.92
C0043,2023-12-01,23519.37
C0044,2023-06-01,26892.14
C0044,2023-07-01,26491.19
C0044,2023-08-01,26245.94
